Actual Date,Ghetto Date,Price - Close - Monthly,Trading Volume - Monthly,Twitter Publication Count,Twitter Positive Sentiment Count,Twitter Negative Sentiment Count,News Publication Count,News Positive Sentiment Count,News Negative Sentiment Count,SI,SI Ratio,IV Midpoint
4/3/2015,1/0/1900,27.066,7308834,7570,187,-712,5892,36,-52,74240770,1.967455707,
4/10/2015,4/15/2015,27.427,7392624,10492,268,-376,5863,54,-49,71443860,1.995365439,
4/17/2015,1/0/1900,26.637,10211092,18306,1012,-2759,9969,389,-311,75123720,1.832753019,
4/24/2015,4/30/2015,28.683,13410076,14901,1634,-659,10611,172,-67,78803580,1.670140599,
5/1/2015,1/0/1900,27.558,10029414,12249,487,-600,6886,67,-24,81285046.67,1.470679572,
5/8/2015,1/0/1900,27.448,8123458,7260,384,-447,6407,43,-12,81285046.67,1.470679572,
5/15/2015,5/15/2015,27.324,7317996,7068,215,-335,6062,95,-43,71359180,2.268523681,
5/22/2015,1/0/1900,27.726,8145580,10828,279,-583,6843,317,-219,77437560,2.376892143,
5/29/2015,5/29/2015,27.266,6943849,29248,568,-625,8626,455,-64,83515940,2.485260605,
6/5/2015,1/0/1900,27.476,7114198,11676,322,-482,7649,342,-155,85697580,2.805824612,
6/12/2015,6/15/2015,27.374,6934990,14362,431,-182,6621,257,-107,87879220,3.126388619,
6/19/2015,1/0/1900,27.876,9219124,15025,392,-586,5524,252,-87,80855450,2.580493654,
6/26/2015,6/30/2015,27.653,8264928,16305,405,-647,7021,348,-131,73831680,2.034598689,
7/3/2015,1/0/1900,27.367,6547008,4952,308,-323,4972,170,-83,72939980,1.972728727,
7/10/2015,7/15/2015,27.806,7992720,7228,278,-357,5396,188,-75,72048280,1.910858764,
7/17/2015,1/0/1900,34.981,26112714,12892,2308,-456,7850,628,-184,65200446.67,2.175267177,
7/24/2015,1/0/1900,32.738,20879504,10661,779,-636,6450,266,-121,65200446.67,2.175267177,
7/31/2015,7/31/2015,32.875,10196004,8352,376,-424,6832,306,-146,92591780,1.117633526,
8/7/2015,1/0/1900,33.22,8098268,6676,357,-228,4983,180,-62,97831120,1.759722909,
8/14/2015,8/14/2015,34.468,13178742,48906,2768,-878,11458,839,-182,103070460,2.401812292,
8/21/2015,1/0/1900,32.201,12535323,18863,844,-1062,6740,337,-163,101461460,2.010866999,
8/28/2015,8/31/2015,32.985,19212303,15176,704,-1750,4430,238,-127,99852460,1.619921707,
9/4/2015,1/0/1900,31.448,10135974,19429,339,-1614,5876,350,-244,104725940,2.276949421,
9/11/2015,9/15/2015,32.765,7131124,10745,175,-293,2989,173,-64,109599420,2.933977134,
9/18/2015,1/0/1900,33.046,10579930,11963,626,-706,4640,289,-121,104535710,2.56289733,
9/25/2015,9/30/2015,32.007,10433163,8556,317,-376,4004,259,-165,99472000,2.191817526,
10/2/2015,1/0/1900,32.849,11674555,28326,448,-765,7372,676,-114,97225830,2.294657708,
10/9/2015,10/15/2015,33.562,9809582,30202,861,-1017,5337,384,-109,94979660,2.39749789,
10/16/2015,1/0/1900,34.766,9182330,22007,1034,-583,4064,224,-91,94354086.67,2.574873198,
10/23/2015,1/0/1900,35.966,16417076,39505,4772,-1032,6934,704,-138,94354086.67,2.574873198,
10/30/2015,10/30/2015,36.869,10137676,19880,506,-375,4986,309,-97,96856380,1.865371964,
11/6/2015,1/0/1900,38.08,9845448,16117,314,-576,5078,81,-43,101051840,2.288986595,
11/13/2015,11/13/2015,37.004,9534443,11145,184,-217,4666,31,-23,105247300,2.712601226,
11/20/2015,1/0/1900,38.85,10459286,12806,168,-443,4802,38,-16,98567290,2.619997323,
11/27/2015,11/30/2015,38.598,6025914,7665,186,-366,3323,27,-9,91887280,2.527393421,
12/4/2015,1/0/1900,38.96,10547263,10703,543,-942,4567,98,-14,85747520,2.18883262,
12/11/2015,12/15/2015,37.521,9468095,10134,203,-201,4400,63,-20,79607760,1.850271819,
12/18/2015,1/0/1900,37.842,13009349,10933,276,-217,5576,46,-10,84122510,2.141321502,
12/25/2015,12/31/2015,38.292,5602850,10009,454,-126,3777,58,-6,88637260,2.432371185,
1/1/2016,1/0/1900,38.901,6539617,6097,780,-400,2296,52,-6,90765873.33,2.747473719,
1/8/2016,1/0/1900,36.546,13556911,8048,243,-316,3214,4,-10,90765873.33,2.747473719,
1/15/2016,1/15/2016,35.525,14011958,9223,376,-609,4226,0,-4,82251420,1.487063584,
1/22/2016,1/0/1900,37.273,11504710,11968,1474,-162,3320,1,-4,80314260,1.465497875,
1/29/2016,1/29/2016,38.068,12799534,15892,1189,-1103,5781,4,-3,78377100,1.443932165,
2/5/2016,1/0/1900,35.188,29491367,33680,9240,-1392,8180,29,-13,79898580,1.155820168,
2/12/2016,2/12/2016,35.345,17231382,13823,1269,-359,4864,8,-4,81420060,0.867708171,
2/19/2016,1/0/1900,36.105,8735323,11105,170,-180,3683,3,-2,76860330,1.306160996,
