,AMZN,AAPL,META,GOOGL,MSFT,NFLX
8/1/2013,0.2400685,0.2143795,0.3721515,0.1746145,0.1905755,0.400982
8/2/2013,0.2249115,0.2141195,0.362085,0.170136,0.1793225,0.387917
8/5/2013,0.2312835,0.2279925,0.3765725,0.171554,0.1820905,0.406977
8/6/2013,0.2328375,0.2205725,0.3574825,0.17384,0.184181,0.4040945
8/7/2013,0.234498,0.2189165,0.354562,0.175892,0.212753,0.40906
8/8/2013,0.23195,0.2095555,0.330181,0.1734125,0.2219045,0.3897945
8/9/2013,0.227895,0.204652,0.3247435,0.172006,0.224073,0.3749005
8/12/2013,0.2290455,0.222631,0.312473,0.1779235,0.2314045,0.374543
8/13/2013,0.2222645,0.2524275,0.3266265,0.1759065,0.233653,0.3537485
8/14/2013,0.224579,0.2669555,0.331633,0.185834,0.246781,0.3676105
8/15/2013,0.244645,0.2728035,0.346386,0.2034325,0.2705115,0.392105
8/16/2013,0.237661,0.278974,0.335532,0.1947745,0.266108,0.3767705
8/19/2013,0.2368615,0.296352,0.3320475,0.196967,0.263201,0.38025
8/20/2013,0.230535,0.294594,0.3219015,0.190521,0.260687,0.4004485
8/21/2013,0.236415,0.288265,0.324848,0.1940365,0.26465,0.3992445
8/22/2013,0.237935,0.2808055,0.314501,0.188601,0.2606475,0.394012
8/23/2013,0.2313925,0.273692,0.347211,0.1844265,0.248366,0.389502
8/26/2013,0.240189,0.2786965,0.3601035,0.195797,0.245605,0.4071865
8/27/2013,0.256258,0.303225,0.3870435,0.223327,0.2486085,0.4050115
8/28/2013,0.250669,0.294066,0.373615,0.226728,0.243139,0.400019
8/29/2013,0.246443,0.2865705,0.3717455,0.215459,0.2600405,0.399125
8/30/2013,0.2511795,0.2943075,0.387205,0.21806,0.2618085,0.3961835
9/3/2013,0.2525245,0.2992805,0.393063,0.215702,0.2558505,0.411094
9/4/2013,0.244084,0.292132,0.3765985,0.2064515,0.2544045,0.3971715
9/5/2013,0.240866,0.294075,0.3683375,0.2022345,0.251076,0.3971445
9/6/2013,0.244307,0.29809,0.375976,0.199433,0.2439875,0.3950615
9/9/2013,0.2442755,0.2948495,0.3910655,0.210408,0.2255335,0.4004325
9/10/2013,0.2323545,0.286782,0.379347,0.214457,0.2402315,0.4150525
9/11/2013,0.225473,0.281839,0.3964885,0.2217405,0.2326825,0.4004045
9/12/2013,0.22646,0.2631285,0.3629935,0.2046925,0.230916,0.394889
9/13/2013,0.221726,0.2584315,0.3734675,0.203396,0.224772,0.3880775
9/16/2013,0.2209375,0.274914,0.403374,0.2146805,0.235349,0.387862
9/17/2013,0.2232115,0.262571,0.4018685,0.221081,0.2274645,0.3722175
9/18/2013,0.2244305,0.264004,0.4014635,0.222218,0.215995,0.3587695
9/19/2013,0.2655555,0.2865865,0.4458955,0.2235805,0.2184515,0.4949885
9/20/2013,0.2750525,0.29788,0.4596685,0.2229735,0.210505,0.5130775
9/23/2013,0.302125,0.306672,0.5050165,0.2494145,0.206348,0.5751745
9/24/2013,0.308757,0.3023905,0.556118,0.2484045,0.203772,0.5841385
9/25/2013,0.314345,0.309446,0.6067275,0.250764,0.2059115,0.5975315
9/26/2013,0.3282795,0.309121,0.619606,0.2444805,0.2063745,0.608231
9/27/2013,0.3287175,0.3159075,0.6419905,0.244586,0.2241785,0.6102825
9/30/2013,0.346234,0.3338595,0.657532,0.254636,0.2374845,0.6377865
10/1/2013,0.347225,0.325693,0.671689,0.2497805,0.231915,0.634846
10/2/2013,0.353196,0.318206,0.642109,0.2474615,0.238452,0.638671
10/3/2013,0.3556,0.322019,0.6533225,0.2583515,0.2629505,0.6457815
10/4/2013,0.350562,0.315981,0.6579865,0.2578025,0.265243,0.637968
10/7/2013,0.3635045,0.323653,0.707182,0.2705395,0.284422,0.6529295
10/8/2013,0.3911705,0.3404,0.7542225,0.2798435,0.2962005,0.676307
10/9/2013,0.3906045,0.3403405,0.7642515,0.283251,0.2975595,0.7104355
10/10/2013,0.3714795,0.3279195,0.7090605,0.269094,0.273615,0.6933145
10/11/2013,0.3622,0.316198,0.695672,0.2556945,0.257115,0.688375
10/14/2013,0.3655515,0.311246,0.6939445,0.251092,0.258982,0.695283
10/15/2013,0.368017,0.307504,0.70267,0.2426235,0.2757,0.6817595
10/16/2013,0.351299,0.302861,0.703632,0.233198,0.26092,0.6365265
10/17/2013,0.3346255,0.290814,0.666826,0.228402,0.2351015,0.613217
10/18/2013,0.353875,0.3099645,0.7058435,0.1988445,0.232588,0.609135
10/21/2013,0.362982,0.3282925,0.7454255,0.2028615,0.2307,0.6799605
10/22/2013,0.3705075,0.3420865,0.775298,0.195302,0.2437715,0.5301665
10/23/2013,0.39615,0.339412,0.7618325,0.2152185,0.2562335,0.501918
10/24/2013,0.403409,0.32496,0.713822,0.2023975,0.262709,0.475393
10/25/2013,0.273998,0.351597,0.706586,0.1873215,0.184939,0.443402
10/28/2013,0.258072,0.344556,0.706583,0.193253,0.1815085,0.452232
10/29/2013,0.261297,0.260579,0.6860025,0.1869835,0.177241,0.4343125
10/30/2013,0.25146,0.2521015,0.666506,0.1800485,0.185946,0.417025
10/31/2013,0.25954,0.2434075,0.445161,0.1769595,0.185795,0.4134925
11/1/2013,0.2493665,0.2466445,0.417636,0.16704,0.1763585,0.4097345
11/4/2013,0.254779,0.2338665,0.423015,0.1623915,0.1820385,0.4100585
11/5/2013,0.261185,0.233228,0.412596,0.1685565,0.204279,0.4124215
11/6/2013,0.2603405,0.223725,0.4041035,0.165236,0.200451,0.4081795
11/7/2013,0.279067,0.224493,0.415767,0.1715115,0.2048055,0.4165685
11/8/2013,0.2552195,0.2113575,0.392695,0.163338,0.1948435,0.3835645
11/11/2013,0.2621935,0.2114665,0.4179895,0.16043,0.201337,0.3902125
11/12/2013,0.2611275,0.2130935,0.399249,0.1579985,0.20804,0.3860865
11/13/2013,0.2516935,0.2096175,0.3984925,0.1641665,0.2068605,0.36637
11/14/2013,0.251925,0.2074975,0.4001685,0.158283,0.206321,0.3621975
11/15/2013,0.2559515,0.209214,0.387486,0.160319,0.212244,0.3579455
11/18/2013,0.252091,0.2118435,0.4214655,0.1678345,0.2333805,0.3725215
11/19/2013,0.256916,0.2020315,0.406052,0.16492,0.2287865,0.3694025
11/20/2013,0.2519165,0.198944,0.3913675,0.163756,0.221293,0.365145
11/21/2013,0.2438825,0.200199,0.373217,0.162549,0.216766,0.3567085
11/22/2013,0.2405635,0.200939,0.3894765,0.160794,0.2400295,0.356803
11/25/2013,0.239326,0.1957355,0.3992745,0.16507,0.235669,0.350492
11/26/2013,0.235343,0.1981065,0.378509,0.162162,0.2265545,0.3392435
11/27/2013,0.235385,0.201228,0.3725555,0.1614085,0.214791,0.3364535
11/29/2013,0.2454975,0.2287185,0.3739955,0.1616825,0.2199555,0.3399385
12/2/2013,0.26285,0.23476,0.3751135,0.16608,0.2382735,0.3452795
12/3/2013,0.2615775,0.246327,0.3748945,0.168008,0.234199,0.346607
12/4/2013,0.264008,0.247128,0.386297,0.173499,0.2289955,0.3559645
12/5/2013,0.2641045,0.2548035,0.3947875,0.181625,0.256178,0.354294
12/6/2013,0.2534625,0.2539265,0.368703,0.1754555,0.2519395,0.3495025
12/9/2013,0.2508475,0.242388,0.3624915,0.174118,0.2488665,0.347093
12/10/2013,0.2557995,0.2347155,0.3596965,0.1710145,0.2735995,0.346987
12/11/2013,0.26716,0.251079,0.385163,0.1752915,0.273736,0.339406
12/12/2013,0.261956,0.245287,0.366824,0.1711485,0.2783345,0.338075
12/13/2013,0.265561,0.2529685,0.3845985,0.173667,0.284783,0.3330245
12/16/2013,0.2753965,0.25268,0.3961755,0.1843845,0.2814925,0.3442565
12/17/2013,0.282328,0.258602,0.397378,0.186209,0.241114,0.3513025
12/18/2013,0.278145,0.264549,0.3914675,0.181498,0.24018,0.349991
12/19/2013,0.274244,0.293389,0.406769,0.216427,0.256352,0.488892
12/20/2013,0.268786,0.291524,0.3912835,0.2145865,0.247524,0.5065205
12/23/2013,0.2632155,0.2963305,0.371675,0.214093,0.2557355,0.5418195
12/24/2013,0.263166,0.2992005,0.3659445,0.2096075,0.2519675,0.5522055
12/26/2013,0.315847,0.3077485,0.4658095,0.2205645,0.258835,0.579772
12/27/2013,0.3232075,0.3112285,0.4803795,0.214406,0.2571055,0.5813635
12/30/2013,0.3472615,0.3257745,0.526154,0.221039,0.262868,0.5941205
12/31/2013,0.3540435,0.3173245,0.542094,0.233974,0.2653975,0.576982
1/2/2014,0.370776,0.3249925,0.5674015,0.2417325,0.2663825,0.584617
1/3/2014,0.371351,0.335517,0.5584525,0.24794,0.2639755,0.585629
1/6/2014,0.3781425,0.3314415,0.598855,0.2616015,0.272837,0.585742
1/7/2014,0.3618045,0.324739,0.6023525,0.269189,0.2638505,0.5971805
1/8/2014,0.368112,0.3211925,0.6063585,0.2685635,0.272158,0.6089325
1/9/2014,0.370906,0.3225745,0.6099895,0.2727845,0.263666,0.60571
1/10/2014,0.358318,0.318932,0.5967135,0.269911,0.249335,0.609123
1/13/2014,0.3683085,0.3203385,0.6158675,0.2737425,0.2658185,0.6087495
1/14/2014,0.357878,0.305016,0.596621,0.2743815,0.2527275,0.6076805
1/15/2014,0.3490645,0.3016195,0.5988755,0.268248,0.254567,0.5892565
1/16/2014,0.352018,0.309029,0.590363,0.2727035,0.2909,0.574901
1/17/2014,0.3573345,0.3337985,0.597904,0.283652,0.289578,0.575343
1/21/2014,0.361646,0.3189305,0.63236,0.284316,0.2830135,0.607032
1/22/2014,0.350163,0.318476,0.6254305,0.2826835,0.2886315,0.5664715
1/23/2014,0.346174,0.30532,0.60225,0.2781165,0.2684135,0.3610385
1/24/2014,0.3632275,0.329285,0.581546,0.314171,0.2350935,0.344074
1/27/2014,0.377056,0.326151,0.57496,0.344804,0.2353425,0.3689155
1/28/2014,0.375364,0.2377615,0.5941735,0.327096,0.222954,0.38887
1/29/2014,0.4113545,0.232242,0.6120805,0.333415,0.2354155,0.3707025
1/30/2014,0.440995,0.2392315,0.3906155,0.315367,0.235499,0.351192
1/31/2014,0.2935935,0.226522,0.391439,0.1944215,0.2238425,0.3439085
2/3/2014,0.3284965,0.2449055,0.404175,0.2502345,0.25437,0.359341
2/4/2014,0.2933805,0.224145,0.389112,0.2313575,0.229978,0.3517365
2/5/2014,0.303626,0.2201285,0.4223635,0.2352385,0.239432,0.3503125
2/6/2014,0.2825155,0.2125205,0.3841905,0.2156625,0.21992,0.339722
2/7/2014,0.270742,0.2183925,0.3599665,0.1955695,0.20051,0.347237
2/10/2014,0.271147,0.2106435,0.378225,0.202074,0.2044245,0.346578
2/11/2014,0.269288,0.2104985,0.3631505,0.193107,0.199349,0.337577
2/12/2014,0.2903935,0.2117235,0.3577025,0.1906425,0.1949615,0.3314735
2/13/2014,0.2617695,0.203524,0.3605985,0.185193,0.192491,0.3378045
2/14/2014,0.2584395,0.2024215,0.3546205,0.1777765,0.18868,0.332453
2/18/2014,0.2578245,0.2019505,0.3494035,0.1823095,0.1878845,0.3462045
2/19/2014,0.2697195,0.2080375,0.34602,0.18698,0.1855795,0.336389
2/20/2014,0.2632145,0.206288,0.404229,0.189066,0.1821415,0.3443535
2/21/2014,0.249569,0.20995,0.4153995,0.183209,0.181472,0.334246
2/24/2014,0.2429975,0.2018815,0.402709,0.183583,0.1779965,0.354534
2/25/2014,0.255085,0.204333,0.415052,0.1830385,0.178904,0.3571975
2/26/2014,0.2551935,0.2114825,0.4066335,0.186401,0.1823375,0.350315
2/27/2014,0.2510625,0.2056165,0.4014125,0.1842555,0.178444,0.348692
2/28/2014,0.25458,0.2000555,0.3981005,0.1798595,0.1791845,0.3441285
3/3/2014,0.265762,0.205024,0.4046285,0.1951585,0.1938485,0.356093
3/4/2014,0.2434685,0.189468,0.392471,0.1826105,0.1801005,0.343443
3/5/2014,0.247742,0.1882485,0.3832095,0.184378,0.1802235,0.3342765
3/6/2014,0.2495195,0.1886225,0.389339,0.185795,0.181303,0.338464
3/7/2014,0.241082,0.1830145,0.3849805,0.188169,0.18276,0.3282825
3/10/2014,0.2517495,0.184078,0.388056,0.1968225,0.189498,0.3574455
3/11/2014,0.25618,0.1890635,0.3884605,0.2081795,0.1854865,0.360821
3/12/2014,0.257345,0.1878005,0.388411,0.208241,0.1835445,0.369502
3/13/2014,0.2803845,0.2036995,0.4310095,0.236515,0.197691,0.398298
3/14/2014,0.277969,0.2085055,0.432297,0.251001,0.199314,0.418623
3/17/2014,0.2926175,0.2103765,0.4432305,0.2461,0.201129,0.455523
3/18/2014,0.299129,0.2031085,0.433839,0.246121,0.214714,0.4615715
3/19/2014,0.3096425,0.2060865,0.437607,0.255057,0.2044665,0.473201
3/20/2014,0.3178385,0.2111425,0.4481335,0.2548315,0.2166255,0.4888525
3/21/2014,0.3169225,0.211816,0.4493495,0.2655105,0.2151015,0.490635
3/24/2014,0.348903,0.217816,0.499712,0.3019425,0.232288,0.53515
3/25/2014,0.356424,0.2116705,0.496208,0.311036,0.232532,0.602082
3/26/2014,0.36502,0.2153875,0.5321525,0.3171015,0.2324905,0.60553
3/27/2014,0.3840075,0.223494,0.5629075,0.3187965,0.2364355,0.6184225
3/28/2014,0.377871,0.2353395,0.575487,0.3127585,0.2354,0.62918
3/31/2014,0.386931,0.2404005,0.579715,0.309201,0.244172,0.640635
4/1/2014,0.4009245,0.2412695,0.569987,0.3024175,0.2439055,0.6205425
4/2/2014,0.3981895,0.2426985,0.595993,0.2997365,0.249714,0.6214235
4/3/2014,0.4104345,0.2454805,0.6225585,0.2941065,0.247952,0.644817
4/4/2014,0.4166765,0.259357,0.657238,0.3469985,0.264308,0.646533
4/7/2014,0.4320155,0.2756855,0.6725335,0.3571085,0.271311,0.669767
4/8/2014,0.4206355,0.270127,0.63881,0.336076,0.2646525,0.652502
4/9/2014,0.429083,0.259644,0.6206555,0.3383775,0.2631225,0.639048
4/10/2014,0.479914,0.2645675,0.6466055,0.375695,0.271717,0.652644
4/11/2014,0.46879,0.276109,0.6393375,0.3805505,0.274251,0.647113
4/14/2014,0.449337,0.2595385,0.632639,0.3541075,0.270719,0.6319425
4/15/2014,0.4430755,0.256589,0.630837,0.340469,0.262201,0.610378
4/16/2014,0.424975,0.247619,0.6179425,0.323243,0.2460245,0.5893255
4/17/2014,0.3989445,0.231308,0.593151,0.232717,0.239607,0.57471
4/21/2014,0.392026,0.229977,0.5626945,0.2375185,0.2334345,0.587826
4/22/2014,0.4039525,0.22981,0.528183,0.2212515,0.2265205,0.3652675
4/23/2014,0.401388,0.2456265,0.55997,0.222461,0.231777,0.382785
4/24/2014,0.3839465,0.1818845,0.4016135,0.224695,0.241704,0.382753
4/25/2014,0.312917,0.182766,0.4253305,0.2301315,0.192037,0.4218675
4/28/2014,0.337004,0.208659,0.4482755,0.2348345,0.194092,0.4561905
4/29/2014,0.315959,0.1971055,0.4110795,0.216397,0.1912635,0.427965
4/30/2014,0.2969135,0.197596,0.41266,0.2130635,0.186814,0.4107955
5/1/2014,0.285489,0.1947495,0.4094045,0.204413,0.182027,0.4197135
5/2/2014,0.279278,0.1902205,0.4055985,0.1999415,0.178094,0.4134745
5/5/2014,0.275288,0.202757,0.3903965,0.196774,0.179469,0.413242
5/6/2014,0.295365,0.1959525,0.409352,0.203621,0.1808545,0.4353005
5/7/2014,0.3083785,0.194428,0.4223955,0.2102215,0.1787995,0.4472395
5/8/2014,0.3143375,0.185527,0.4117995,0.2058905,0.1740495,0.436725
5/9/2014,0.298223,0.185462,0.396246,0.196807,0.170995,0.4229985
5/12/2014,0.276627,0.1814875,0.3753215,0.185487,0.1655945,0.4070205
5/13/2014,0.2691405,0.172375,0.3639125,0.17861,0.163592,0.4033665
5/14/2014,0.2724355,0.1780475,0.3652245,0.1831725,0.162319,0.398535
5/15/2014,0.272881,0.1777605,0.375777,0.188157,0.1693175,0.403576
5/16/2014,0.267621,0.186376,0.3612495,0.1873115,0.1609575,0.391361
5/19/2014,0.265569,0.1884505,0.3427895,0.1819455,0.154296,0.399693
5/20/2014,0.263041,0.1886045,0.3627385,0.1841015,0.1507785,0.376619
5/21/2014,0.2564715,0.182196,0.3409685,0.176013,0.1435585,0.3715465
5/22/2014,0.25475,0.185853,0.341372,0.17421,0.14645,0.3670445
5/23/2014,0.243065,0.185929,0.331561,0.169165,0.146605,0.3483265
5/27/2014,0.250366,0.203081,0.340573,0.1764595,0.1486585,0.3737205
5/28/2014,0.252584,0.208362,0.338911,0.181091,0.146444,0.3708685
5/29/2014,0.2470795,0.2158085,0.326272,0.1795845,0.144817,0.369727
5/30/2014,0.2485095,0.2268755,0.333453,0.1767725,0.1490495,0.3646395
6/2/2014,0.2514005,0.210774,0.3308845,0.197802,0.149324,0.3708915
6/3/2014,0.251246,0.202142,0.3331155,0.1990205,0.151082,0.371272
6/4/2014,0.250748,0.2192405,0.3267075,0.2031175,0.152166,0.3611355
6/5/2014,0.2922715,0.2274405,0.3401025,0.1976285,0.1502455,0.3720285
6/6/2014,0.2914155,0.227128,0.3398265,0.1997525,0.147299,0.360032
6/9/2014,0.297101,0.2135985,0.3494355,0.2061465,0.1535325,0.3705435
6/10/2014,0.2888605,0.2111745,0.3460925,0.2074085,0.155528,0.3612505
6/11/2014,0.299156,0.209282,0.3539625,0.2113955,0.157643,0.3616545
6/12/2014,0.3081585,0.2137235,0.374733,0.223822,0.1616545,0.3728095
6/13/2014,0.3074655,0.217542,0.3733855,0.2280455,0.167775,0.371842
6/16/2014,0.32849,0.226858,0.4034335,0.2518675,0.179648,0.4094325
6/17/2014,0.3331945,0.232547,0.4084095,0.255243,0.179521,0.421133
6/18/2014,0.3338455,0.230831,0.406194,0.255222,0.1852565,0.4249905
6/19/2014,0.3378165,0.2346545,0.4116615,0.25832,0.18472,0.432752
6/20/2014,0.339937,0.239368,0.407503,0.251246,0.1813715,0.4365535
6/23/2014,0.350129,0.2451815,0.4188235,0.259453,0.178934,0.46291
6/24/2014,0.3592625,0.247225,0.4204605,0.265228,0.185925,0.4703955
6/25/2014,0.361473,0.254511,0.418854,0.25647,0.1850125,0.4756245
6/26/2014,0.367376,0.2527225,0.4238135,0.2578635,0.1930685,0.4815565
6/27/2014,0.363382,0.2514915,0.421127,0.2497165,0.191359,0.476869
6/30/2014,0.3685855,0.2688775,0.4314475,0.2525,0.2039525,0.4864975
7/1/2014,0.3714785,0.263386,0.432601,0.2449995,0.2001295,0.502838
7/2/2014,0.3669265,0.2617065,0.4547045,0.2452895,0.1995185,0.497307
7/3/2014,0.365849,0.2625395,0.447738,0.2430965,0.2031325,0.486047
7/7/2014,0.357606,0.259866,0.4650735,0.2447575,0.2038005,0.476308
7/8/2014,0.3632025,0.2708415,0.4891605,0.2596175,0.2075845,0.4757145
7/9/2014,0.359028,0.2652485,0.4786035,0.2531565,0.205308,0.4731095
7/10/2014,0.362991,0.265726,0.467028,0.252458,0.202793,0.4601695
7/11/2014,0.3660145,0.2696555,0.461641,0.2459165,0.197501,0.457652
7/14/2014,0.362279,0.268142,0.4548505,0.243919,0.1961055,0.468739
7/15/2014,0.35457,0.2719845,0.4618825,0.247668,0.196297,0.463909
7/16/2014,0.350205,0.2735315,0.4537645,0.2515575,0.2117055,0.467425
7/17/2014,0.353708,0.2963455,0.4615375,0.2498635,0.230566,0.4650145
7/18/2014,0.3554945,0.269595,0.4303285,0.1733475,0.212256,0.451899
7/21/2014,0.361341,0.277265,0.4353515,0.177386,0.256975,0.4633905
7/22/2014,0.359166,0.2877715,0.440056,0.180238,0.245559,0.312839
7/23/2014,0.35302,0.2013385,0.430989,0.176723,0.1780525,0.304507
7/24/2014,0.355054,0.1932385,0.3043705,0.173593,0.1674755,0.294535
7/25/2014,0.2637145,0.198374,0.295492,0.1706915,0.169395,0.2919835
7/28/2014,0.2613385,0.202355,0.3056705,0.171556,0.172508,0.298468
7/29/2014,0.256193,0.2033205,0.3141105,0.1748545,0.1686245,0.294842
7/30/2014,0.2528075,0.1970035,0.296294,0.171691,0.170681,0.2964215
7/31/2014,0.277521,0.2308695,0.333265,0.201564,0.1854285,0.307894
8/1/2014,0.2837725,0.2391725,0.3293405,0.2122385,0.194022,0.3165365
8/4/2014,0.269951,0.2281025,0.3073815,0.1969295,0.1820505,0.3160745
8/5/2014,0.276922,0.2466035,0.313369,0.2081135,0.192368,0.3227635
8/6/2014,0.276715,0.242999,0.316124,0.20933,0.195848,0.3161445
8/7/2014,0.276347,0.2500525,0.3080745,0.2177405,0.203771,0.3056275
8/8/2014,0.2594295,0.242645,0.304488,0.20617,0.1900115,0.306822
8/11/2014,0.2459175,0.243928,0.3037005,0.205549,0.183898,0.2771395
8/12/2014,0.242782,0.237277,0.306032,0.1998245,0.180116,0.269372
8/13/2014,0.2412535,0.2278185,0.2877745,0.1860515,0.167164,0.2732645
8/14/2014,0.229324,0.2223925,0.2745785,0.1813935,0.1530985,0.267145
8/15/2014,0.231229,0.2304955,0.2845985,0.1767125,0.147483,0.271847
8/18/2014,0.219683,0.2347365,0.2702725,0.170888,0.1453245,0.2595045
8/19/2014,0.2143605,0.2318445,0.265541,0.1638165,0.1385955,0.254159
8/20/2014,0.212402,0.2295455,0.264951,0.1644215,0.142857,0.2600625
8/21/2014,0.2118705,0.225486,0.2599125,0.163651,0.1421045,0.2534185
8/22/2014,0.2082785,0.223467,0.261234,0.161321,0.138384,0.25002
8/25/2014,0.212389,0.231454,0.255883,0.1615155,0.138568,0.245293
8/26/2014,0.2167415,0.226596,0.248083,0.160738,0.1391765,0.245327
8/27/2014,0.216433,0.2350495,0.261453,0.1652025,0.1410865,0.2422935
8/28/2014,0.217491,0.240899,0.2666395,0.1681855,0.1473585,0.247629
8/29/2014,0.209732,0.2390395,0.2554125,0.170253,0.1431135,0.243953
9/2/2014,0.2188255,0.238043,0.272301,0.173092,0.1476175,0.254919
9/3/2014,0.2217975,0.296379,0.2760215,0.1723415,0.1467845,0.25693
9/4/2014,0.230797,0.2885045,0.2795125,0.170263,0.1480145,0.2654935
9/5/2014,0.2300625,0.2827435,0.274344,0.172323,0.154679,0.2587575
9/8/2014,0.2440295,0.287034,0.2795185,0.183202,0.1634625,0.272832
9/9/2014,0.25735,0.263275,0.2818705,0.191334,0.1605175,0.2828605
9/10/2014,0.267929,0.2406595,0.2786835,0.1946375,0.1622205,0.2843745
9/11/2014,0.2726985,0.2440385,0.2887465,0.196679,0.166995,0.3013295
9/12/2014,0.2743795,0.2489545,0.294333,0.2024155,0.173412,0.300217
9/15/2014,0.3131125,0.248586,0.3567,0.2256505,0.1839105,0.3429955
9/16/2014,0.3056475,0.249642,0.34419,0.2244995,0.1807185,0.3433925
9/17/2014,0.311036,0.2442755,0.341738,0.2228305,0.183081,0.3505845
9/18/2014,0.3110155,0.237681,0.339406,0.2193225,0.1803395,0.3537975
9/19/2014,0.311013,0.2450135,0.3339395,0.2144205,0.1746645,0.3623875
9/22/2014,0.3328115,0.2359635,0.346735,0.2255415,0.184335,0.3746425
9/23/2014,0.339578,0.2281995,0.352364,0.2325935,0.190431,0.385231
9/24/2014,0.333489,0.2311855,0.3457375,0.2354615,0.1869575,0.3886165
9/25/2014,0.3473085,0.276898,0.378833,0.252044,0.2019745,0.4060365
9/26/2014,0.346418,0.246917,0.3677735,0.248811,0.1931975,0.4003315
9/29/2014,0.3650545,0.270405,0.385912,0.2522845,0.2030435,0.397456
9/30/2014,0.3714185,0.2695185,0.389857,0.254848,0.201279,0.3991045
10/1/2014,0.383702,0.296927,0.4243185,0.262957,0.2143865,0.4145345
10/2/2014,0.3715545,0.2802375,0.4051085,0.2586485,0.2126045,0.397899
10/3/2014,0.3634545,0.278355,0.398871,0.249585,0.2038695,0.3893825
10/6/2014,0.366403,0.2712755,0.400531,0.2542825,0.2074045,0.378143
10/7/2014,0.377552,0.2875385,0.4176535,0.282673,0.2156915,0.3870125
10/8/2014,0.372577,0.2692055,0.402437,0.261809,0.205649,0.3626305
10/9/2014,0.3825405,0.274844,0.426064,0.2899845,0.2267845,0.37508
10/10/2014,0.395314,0.2836645,0.487097,0.32738,0.2644265,0.374972
10/13/2014,0.424771,0.302156,0.5044645,0.355012,0.274702,0.4477525
10/14/2014,0.4079095,0.2917185,0.489223,0.334335,0.2486435,0.398704
10/15/2014,0.4342585,0.322947,0.512446,0.3671605,0.2738845,0.397263
10/16/2014,0.4470635,0.3049775,0.506083,0.375088,0.277042,0.3952575
10/17/2014,0.413722,0.278112,0.4624095,0.2621885,0.2515175,0.387292
10/20/2014,0.4068705,0.283985,0.447604,0.23051,0.2443145,0.368743
10/21/2014,0.404491,0.2017055,0.417608,0.218231,0.2242005,0.3458975
10/22/2014,0.4084305,0.2051325,0.4335125,0.2185245,0.233569,0.3470735
10/23/2014,0.3997985,0.196393,0.4035765,0.200694,0.22455,0.3316505
10/24/2014,0.271816,0.194358,0.404054,0.1990145,0.1825185,0.318977
10/27/2014,0.2544105,0.1972375,0.4209465,0.202514,0.177497,0.327879
10/28/2014,0.23923,0.1881335,0.4258335,0.1847685,0.164316,0.295512
10/29/2014,0.2420715,0.1869155,0.3003435,0.1913305,0.16597,0.304098
10/30/2014,0.2417885,0.1894125,0.3031655,0.1772805,0.1718535,0.298809
10/31/2014,0.232724,0.1807595,0.285109,0.1722865,0.1652965,0.2755425
11/3/2014,0.237642,0.192564,0.2943845,0.1835465,0.1671655,0.2942375
11/4/2014,0.2398545,0.193712,0.281746,0.183073,0.170792,0.2955345
11/5/2014,0.2552,0.1895015,0.2901555,0.1899115,0.1670065,0.291446
11/6/2014,0.2521435,0.187613,0.27828,0.19286,0.164503,0.2877165
11/7/2014,0.245064,0.1830555,0.2593915,0.1884775,0.163162,0.282926
11/10/2014,0.2383755,0.1840655,0.26074,0.1727575,0.1593085,0.2848475
11/11/2014,0.2388715,0.184181,0.2535225,0.170216,0.160576,0.289985
11/12/2014,0.237743,0.181961,0.26124,0.174575,0.1589935,0.286685
11/13/2014,0.2460095,0.191316,0.264534,0.1824825,0.1549555,0.289099
11/14/2014,0.2639845,0.196873,0.2685265,0.17867,0.155177,0.277886
11/17/2014,0.263684,0.215228,0.2810085,0.189666,0.1764785,0.2901345
11/18/2014,0.264128,0.215512,0.267758,0.190391,0.1748145,0.286582
11/19/2014,0.271127,0.2171315,0.275467,0.1860895,0.1736595,0.309457
11/20/2014,0.2732325,0.218079,0.270245,0.183932,0.1671175,0.3064575
11/21/2014,0.2575705,0.2178015,0.256629,0.1758385,0.1673075,0.3046355
11/24/2014,0.2465245,0.2144435,0.251185,0.1689685,0.1655555,0.297146
11/25/2014,0.2435685,0.216505,0.2484875,0.165225,0.160168,0.2940125
11/26/2014,0.239929,0.2134675,0.241658,0.165569,0.1631935,0.28627
11/28/2014,0.247275,0.224683,0.2429965,0.1682885,0.1642035,0.2905535
12/1/2014,0.2685545,0.2582205,0.2719655,0.176303,0.1727505,0.299883
12/2/2014,0.255648,0.2429355,0.260106,0.1718515,0.172252,0.2884735
12/3/2014,0.270924,0.231757,0.2579495,0.1712725,0.1698415,0.2854905
12/4/2014,0.276178,0.234954,0.2512735,0.1761555,0.1697555,0.300664
12/5/2014,0.2745425,0.221412,0.2442575,0.1805935,0.167274,0.301364
12/8/2014,0.2975095,0.2507575,0.257171,0.197549,0.176669,0.3258095
12/9/2014,0.2995355,0.247109,0.259797,0.194302,0.1822995,0.3304065
12/10/2014,0.3151545,0.2802585,0.287653,0.213991,0.196615,0.362666
12/11/2014,0.317438,0.277372,0.2790005,0.2163695,0.199982,0.378266
12/12/2014,0.33856,0.3044125,0.302478,0.2383165,0.2212235,0.4016815
12/15/2014,0.349095,0.309716,0.3206215,0.274094,0.2295385,0.4568345
12/16/2014,0.3688295,0.3306695,0.3501295,0.30204,0.2560105,0.4840195
