Date,AMZN,amazon stock,AAPL,apple stock,META,facebook stock,GOOGL,google stock,MSFT,microsoft stock,NFLX,netflix stock
2021-07-10,20.842699672461574,41.475425322695614,8.570926657883177,14.62748234493321,95.83096660754063,11.32408163265306,17.653028429297063,6.112146948729582,38.288979591836735,48.82222222222222,3.4455060910087365,15.323238973008555
2021-07-11,13.026687295288484,31.10656899202171,5.142555994729906,11.9679401003999,82.14082852074911,0.0,15.281726102973577,6.909383507259527,19.144489795918368,37.55555555555556,2.756404872806989,11.237041913539608
2021-07-12,67.73877393550012,82.95085064539123,27.998360415751712,37.89847698459968,95.83096660754063,11.32408163265306,21.07824290065321,13.28727597549909,117.60186588921283,123.93333333333334,8.958315836622715,36.77577353522054
2021-07-13,75.5547863126732,85.02462191152601,30.85533596837944,46.541989279332945,95.83096660754063,11.32408163265306,20.814764864395045,14.616003573049,125.8066472303207,138.95555555555555,11.025619491227957,29.624928681149875
2021-07-14,72.94944885361551,89.17216444379557,38.85486751573707,53.855730451799545,95.83096660754063,11.32408163265306,18.706940574329725,14.350258053539019,134.01142857142858,146.46666666666667,13.782024364034946,33.711125740618826
2021-07-15,70.34411139455781,80.87707937925644,37.14068218416043,48.536645962732926,123.21124278112367,11.32408163265306,20.814764864395045,14.881749092558982,114.8669387755102,135.2,22.051238982455914,54.142111037963566
2021-07-16,62.52809901738472,78.80330811312166,29.141150636802802,40.558019229132995,109.52110469433215,11.32408163265306,20.02433075562055,13.02153045598911,120.33679300291546,120.17777777777778,11.714720709429704,41.88351985955672
2021-07-17,18.237362213403877,35.254111524291275,5.713951105255451,13.962596783799883,95.83096660754063,11.32408163265306,16.599116284264404,6.112146948729582,32.819125364431486,30.044444444444444,1.3782024364034946,18.38788676761027
2021-07-18,15.63202475434618,29.03279772588693,4.571160884204361,10.638168978133244,82.14082852074911,11.32408163265306,15.018248066715412,5.8464014292196005,27.349271137026243,30.044444444444444,2.067303654605242,16.344788237875793
2021-07-19,72.94944885361551,82.95085064539123,27.998360415751712,45.87710371819961,95.83096660754063,11.32408163265306,18.179984501813394,14.616003573049,117.60186588921283,135.2,13.782024364034946,34.73267500548606
2021-07-20,80.7654612307886,120.27873343581729,31.426731078904982,51.19618820726624,95.83096660754063,11.32408163265306,18.706940574329725,14.616003573049,120.33679300291546,123.93333333333334,55.81719867434153,72.52999780557383
2021-07-21,70.34411139455781,93.31970697606513,30.283940857853892,45.87710371819961,95.83096660754063,11.32408163265306,19.233896646846055,14.616003573049,106.66215743440235,120.17777777777778,51.682591365131046,86.83168751371515
2021-07-22,62.52809901738472,80.87707937925644,29.141150636802802,41.88779035139965,123.21124278112367,11.32408163265306,18.97041861058789,13.02153045598911,147.6860641399417,153.9777777777778,24.118542637061154,55.1636603028308
2021-07-23,65.13343647644241,76.72953684698689,29.71254574732835,43.2175614736663,95.83096660754063,22.64816326530612,22.13215504568587,17.273458768148817,153.15591836734694,146.46666666666667,11.714720709429704,36.77577353522054
2021-07-24,20.842699672461574,37.32788279042605,7.428136436832087,15.292367906066538,95.83096660754063,11.32408163265306,16.335638248006237,8.503856624319418,51.96361516034986,48.82222222222222,3.4455060910087365,26.560280886548163
2021-07-25,15.63202475434618,24.88525519361737,5.713951105255451,11.9679401003999,82.14082852074911,11.32408163265306,14.754770030457248,6.112146948729582,30.084198250728864,26.288888888888888,4.823708527412231,12.258591178406846
2021-07-26,65.13343647644241,82.95085064539123,30.283940857853892,45.87710371819961,95.83096660754063,11.32408163265306,21.341720936911376,15.678985651088928,150.42099125364433,127.68888888888888,11.714720709429704,32.689576475751586
2021-07-27,78.16012377173091,89.17216444379557,54.85393061045234,62.49924274653281,95.83096660754063,11.32408163265306,24.23997933575119,22.05687811932849,246.14344023323616,199.04444444444445,7.58011340021922,32.689576475751586
2021-07-28,75.5547863126732,93.31970697606513,49.139979505196884,63.829013868799464,95.83096660754063,22.64816326530612,25.557369517042016,24.44858779491833,237.9386588921283,206.55555555555554,13.092923145833199,35.7542242703533
2021-07-29,151.1095726253464,130.6475897664912,30.283940857853892,47.8717604015996,123.21124278112367,22.64816326530612,22.6591111182022,17.5392042876588,131.27650145772594,138.95555555555555,8.269214618420968,30.64647794601711
2021-07-30,231.87503385613502,207.37712661347808,28.56975552627726,44.54733259593296,95.83096660754063,22.64816326530612,19.760852719362383,15.147494612068964,120.33679300291546,146.46666666666667,9.647417054824462,28.60337941628264
2021-07-31,44.29073680398084,70.50822304858255,7.428136436832087,12.632825661533227,82.14082852074911,11.32408163265306,15.018248066715412,5.8464014292196005,30.084198250728864,52.577777777777776,2.756404872806989,12.258591178406846
2021-08-01,31.26404950869236,47.69673912109995,4.571160884204361,11.303054539266572,82.14082852074911,0.0,15.281726102973577,5.314910390199636,24.614344023323618,26.288888888888888,1.3782024364034946,14.30168970814132
2021-08-02,93.79214852607709,107.8361058390086,24.569989752598442,36.568705862333026,95.83096660754063,11.32408163265306,21.60519897316954,13.818767014519054,95.72244897959185,120.17777777777778,6.891012182017473,30.64647794601711
2021-08-03,80.7654612307886,105.76233457287381,25.712779973649532,37.23359142346635,95.83096660754063,11.32408163265306,21.341720936911376,13.818767014519054,114.8669387755102,116.42222222222222,6.891012182017473,30.64647794601711
2021-08-04,80.7654612307886,89.17216444379557,24.569989752598442,37.23359142346635,95.83096660754063,11.32408163265306,20.287808791878714,14.881749092558982,92.98752186588922,112.66666666666667,11.714720709429704,29.624928681149875
2021-08-05,70.34411139455781,91.24593570993035,21.713014199970715,37.89847698459968,109.52110469433215,11.32408163265306,19.760852719362383,14.084512534029036,101.1923032069971,131.44444444444446,10.33651827302621,24.51718235681369
2021-08-06,62.52809901738472,78.80330811312166,22.855804421021805,36.568705862333026,95.83096660754063,11.32408163265306,17.91650646555523,14.350258053539019,112.13201166180758,108.91111111111111,8.958315836622715,29.624928681149875
2021-08-07,15.63202475434618,33.18034025815649,5.142555994729906,12.632825661533227,82.14082852074911,11.32408163265306,15.018248066715412,5.8464014292196005,30.084198250728864,37.55555555555556,0.0,20.43098529734474
2021-08-08,10.421349836230787,26.95902645975215,5.142555994729906,9.308397855866588,82.14082852074911,11.32408163265306,14.491291994199083,6.377892468239564,24.614344023323618,30.044444444444444,1.3782024364034946,10.21549264867237
2021-08-09,59.922761558327025,76.72953684698689,20.570223978919625,33.24427805666639,95.83096660754063,11.32408163265306,19.49737468310422,13.02153045598911,98.45737609329447,108.91111111111111,8.269214618420968,29.624928681149875
2021-08-10,57.31742409926933,78.80330811312166,21.713014199970715,35.9038203011997,95.83096660754063,11.32408163265306,20.814764864395045,13.553021495009073,106.66215743440235,112.66666666666667,4.823708527412231,28.60337941628264
2021-08-11,62.52809901738472,85.02462191152601,21.14161908944517,37.23359142346635,95.83096660754063,11.32408163265306,20.814764864395045,14.616003573049,103.92723032069972,112.66666666666667,5.512809745613978,23.495633091946452
2021-08-12,62.52809901738472,82.95085064539123,23.427199531547352,38.56336254573301,123.21124278112367,11.32408163265306,19.233896646846055,14.084512534029036,98.45737609329447,127.68888888888888,8.269214618420968,31.66802721088435
2021-08-13,54.71208664021163,70.50822304858255,24.569989752598442,39.89313366799966,95.83096660754063,11.32408163265306,18.97041861058789,12.490039416969145,103.92723032069972,116.42222222222222,6.201910963815726,26.560280886548163
2021-08-14,23.44803713151927,39.40165405656083,5.713951105255451,13.297711222666555,82.14082852074911,11.32408163265306,16.072160211748074,7.440874546279491,30.084198250728864,41.31111111111111,0.6891012182017473,13.280140443274082
2021-08-15,13.026687295288484,29.03279772588693,3.428370663153271,9.308397855866588,82.14082852074911,0.0,15.281726102973577,5.580655909709618,19.144489795918368,30.044444444444444,2.756404872806989,8.172394118937897
2021-08-16,54.71208664021163,72.58199431471732,23.998594642072895,36.568705862333026,95.83096660754063,11.32408163265306,21.07824290065321,13.02153045598911,109.39708454810497,120.17777777777778,8.269214618420968,29.624928681149875
2021-08-17,65.13343647644241,80.87707937925644,26.855570194700622,45.21221815706629,95.83096660754063,11.32408163265306,19.760852719362383,14.084512534029036,120.33679300291546,120.17777777777778,6.891012182017473,24.51718235681369
2021-08-18,62.52809901738472,76.72953684698689,25.141384863123985,39.89313366799966,95.83096660754063,11.32408163265306,20.287808791878714,13.818767014519054,117.60186588921283,116.42222222222222,7.58011340021922,24.51718235681369
2021-08-19,70.34411139455781,85.02462191152601,24.569989752598442,37.23359142346635,109.52110469433215,11.32408163265306,20.287808791878714,14.616003573049,125.8066472303207,146.46666666666667,17.227530455043684,32.689576475751586
2021-08-20,67.73877393550012,87.0983931776608,23.427199531547352,41.88779035139965,95.83096660754063,11.32408163265306,20.287808791878714,12.755784936479127,177.77026239067055,172.75555555555556,15.16022680043844,36.77577353522054
2021-08-21,20.842699672461574,37.32788279042605,5.142555994729906,13.962596783799883,82.14082852074911,11.32408163265306,15.808682175489908,6.377892468239564,54.698542274052485,67.6,2.067303654605242,13.280140443274082
2021-08-22,15.63202475434618,33.18034025815649,3.999765773678816,8.643512294733261,82.14082852074911,0.0,16.335638248006237,5.049164870689655,27.349271137026243,48.82222222222222,4.134607309210484,18.38788676761027
2021-08-23,67.73877393550012,78.80330811312166,22.855804421021805,38.56336254573301,95.83096660754063,11.32408163265306,21.60519897316954,14.616003573049,147.6860641399417,135.2,9.647417054824462,25.538731621680927
2021-08-24,91.18681106701939,118.2049621696825,33.140916410481616,55.1855015740662,95.83096660754063,22.64816326530612,23.713023263234863,18.602186365698728,153.15591836734694,180.26666666666665,7.58011340021922,31.66802721088435
2021-08-25,59.922761558327025,72.58199431471732,22.28440931049626,37.23359142346635,95.83096660754063,11.32408163265306,20.814764864395045,13.553021495009073,128.54157434402333,116.42222222222222,8.269214618420968,29.624928681149875
2021-08-26,57.31742409926933,74.6557655808521,20.570223978919625,34.574049178933045,123.21124278112367,11.32408163265306,22.6591111182022,14.350258053539019,109.39708454810497,116.42222222222222,5.512809745613978,23.495633091946452
2021-08-27,57.31742409926933,70.50822304858255,21.14161908944517,33.24427805666639,95.83096660754063,11.32408163265306,21.341720936911376,14.084512534029036,114.8669387755102,120.17777777777778,8.958315836622715,24.51718235681369
2021-08-28,13.026687295288484,33.18034025815649,5.142555994729906,12.632825661533227,82.14082852074911,11.32408163265306,16.335638248006237,7.706620065789473,35.55405247813411,41.31111111111111,2.067303654605242,15.323238973008555
2021-08-29,10.421349836230787,26.95902645975215,2.8569755526277256,9.308397855866588,82.14082852074911,0.0,15.281726102973577,5.314910390199636,19.144489795918368,30.044444444444444,0.0,12.258591178406846
2021-08-30,65.13343647644241,78.80330811312166,26.855570194700622,42.552675912532976,95.83096660754063,11.32408163265306,22.6591111182022,15.413240131578945,106.66215743440235,127.68888888888888,7.58011340021922,28.60337941628264
2021-08-31,70.34411139455781,82.95085064539123,27.42696530522617,44.54733259593296,95.83096660754063,11.32408163265306,22.6591111182022,15.94473117059891,128.54157434402333,120.17777777777778,10.33651827302621,24.51718235681369
2021-09-01,65.13343647644241,78.80330811312166,25.712779973649532,39.89313366799966,95.83096660754063,11.32408163265306,21.341720936911376,15.147494612068964,106.66215743440235,127.68888888888888,14.471125582236693,34.73267500548606
2021-09-02,62.52809901738472,74.6557655808521,25.141384863123985,43.2175614736663,123.21124278112367,11.32408163265306,20.814764864395045,15.678985651088928,103.92723032069972,105.15555555555555,13.092923145833199,33.711125740618826
2021-09-03,62.52809901738472,76.72953684698689,23.427199531547352,38.56336254573301,95.83096660754063,11.32408163265306,20.814764864395045,13.818767014519054,98.45737609329447,105.15555555555555,13.782024364034946,33.711125740618826
2021-09-04,13.026687295288484,26.95902645975215,5.713951105255451,12.632825661533227,82.14082852074911,11.32408163265306,15.018248066715412,5.8464014292196005,27.349271137026243,45.06666666666666,6.201910963815726,21.45253456221198
2021-09-05,15.63202475434618,22.811483927482588,5.142555994729906,8.643512294733261,82.14082852074911,0.0,16.335638248006237,4.783419351179672,24.614344023323618,26.288888888888888,0.6891012182017473,6.129295589203423
2021-09-06,18.237362213403877,29.03279772588693,5.713951105255451,13.297711222666555,95.83096660754063,11.32408163265306,18.97041861058789,7.706620065789473,30.084198250728864,41.31111111111111,0.6891012182017473,14.30168970814132
2021-09-07,54.71208664021163,70.50822304858255,26.855570194700622,39.89313366799966,95.83096660754063,11.32408163265306,21.07824290065321,14.350258053539019,101.1923032069971,93.88888888888889,11.025619491227957,36.77577353522054
2021-09-08,54.71208664021163,74.6557655808521,25.141384863123985,39.22824810686634,95.83096660754063,11.32408163265306,21.341720936911376,14.084512534029036,95.72244897959185,101.4,14.471125582236693,35.7542242703533
2021-09-09,54.71208664021163,64.2869092501782,22.28440931049626,38.56336254573301,123.21124278112367,11.32408163265306,22.13215504568587,13.02153045598911,98.45737609329447,105.15555555555555,11.714720709429704,32.689576475751586
2021-09-10,52.10674918115394,70.50822304858255,31.99812618943053,49.86641708499958,95.83096660754063,11.32408163265306,21.868677009427707,13.818767014519054,98.45737609329447,108.91111111111111,13.782024364034946,27.5818301514154
2021-09-11,18.237362213403877,33.18034025815649,9.142321768408722,22.606109078533144,82.14082852074911,11.32408163265306,17.91650646555523,5.580655909709618,32.819125364431486,41.31111111111111,2.067303654605242,16.344788237875793
2021-09-12,13.026687295288484,26.95902645975215,5.713951105255451,13.962596783799883,82.14082852074911,0.0,15.018248066715412,5.049164870689655,19.144489795918368,18.77777777777778,2.756404872806989,8.172394118937897
2021-09-13,52.10674918115394,64.2869092501782,29.141150636802802,45.87710371819961,95.83096660754063,11.32408163265306,23.186067190718532,13.818767014519054,95.72244897959185,108.91111111111111,9.647417054824462,30.64647794601711
2021-09-14,46.89607426303854,60.13936671790864,33.140916410481616,60.50458606313283,95.83096660754063,11.32408163265306,20.287808791878714,12.755784936479127,92.98752186588922,101.4,8.269214618420968,26.560280886548163
2021-09-15,46.89607426303854,68.43445178244777,27.998360415751712,51.861073768399564,95.83096660754063,11.32408163265306,22.13215504568587,14.350258053539019,147.6860641399417,142.7111111111111,8.958315836622715,26.560280886548163
2021-09-16,44.29073680398084,60.13936671790864,22.28440931049626,39.22824810686634,123.21124278112367,11.32408163265306,20.287808791878714,12.490039416969145,120.33679300291546,131.44444444444446,10.33651827302621,24.51718235681369
2021-09-17,46.89607426303854,60.13936671790864,22.28440931049626,38.56336254573301,95.83096660754063,11.32408163265306,22.395633081944037,12.490039416969145,112.13201166180758,120.17777777777778,7.58011340021922,27.5818301514154
2021-09-18,10.421349836230787,29.03279772588693,6.856741326306542,13.962596783799883,82.14082852074911,11.32408163265306,16.335638248006237,6.643637987749545,38.288979591836735,45.06666666666666,2.067303654605242,12.258591178406846
2021-09-19,15.63202475434618,26.95902645975215,3.999765773678816,9.973283416999916,82.14082852074911,0.0,16.862594320522568,4.517673831669691,24.614344023323618,30.044444444444444,2.067303654605242,13.280140443274082
2021-09-20,54.71208664021163,72.58199431471732,27.998360415751712,45.21221815706629,95.83096660754063,11.32408163265306,22.6591111182022,18.602186365698728,123.07172011661808,127.68888888888888,8.269214618420968,29.624928681149875
2021-09-21,57.31742409926933,74.6557655808521,23.998594642072895,41.22290479026632,95.83096660754063,11.32408163265306,22.395633081944037,15.94473117059891,123.07172011661808,127.68888888888888,7.58011340021922,25.538731621680927
2021-09-22,44.29073680398084,66.36068051631298,22.28440931049626,37.89847698459968,95.83096660754063,22.64816326530612,21.868677009427707,14.616003573049,109.39708454810497,131.44444444444446,8.269214618420968,28.60337941628264
2021-09-23,46.89607426303854,70.50822304858255,22.28440931049626,37.23359142346635,123.21124278112367,11.32408163265306,20.287808791878714,12.490039416969145,112.13201166180758,120.17777777777778,6.891012182017473,32.689576475751586
2021-09-24,46.89607426303854,58.06559545177386,20.570223978919625,35.9038203011997,95.83096660754063,11.32408163265306,20.814764864395045,11.958548377949182,101.1923032069971,108.91111111111111,8.958315836622715,25.538731621680927
2021-09-25,10.421349836230787,26.95902645975215,5.142555994729906,13.962596783799883,82.14082852074911,11.32408163265306,14.754770030457248,5.8464014292196005,30.084198250728864,37.55555555555556,3.4455060910087365,15.323238973008555
2021-09-26,13.026687295288484,20.737712661347807,3.428370663153271,8.643512294733261,82.14082852074911,0.0,18.179984501813394,5.8464014292196005,19.144489795918368,26.288888888888888,2.067303654605242,11.237041913539608
2021-09-27,46.89607426303854,58.06559545177386,21.14161908944517,32.57939249553306,95.83096660754063,11.32408163265306,24.503457372009358,23.385605716878402,98.45737609329447,93.88888888888889,8.269214618420968,29.624928681149875
2021-09-28,57.31742409926933,68.43445178244777,22.28440931049626,34.574049178933045,109.52110469433215,11.32408163265306,22.922589154460365,16.47622220961887,128.54157434402333,116.42222222222222,8.958315836622715,26.560280886548163
2021-09-29,52.10674918115394,70.50822304858255,21.713014199970715,35.23893474006637,95.83096660754063,11.32408163265306,23.976501299493027,14.350258053539019,117.60186588921283,112.66666666666667,7.58011340021922,39.84042132982225
2021-09-30,49.501411722096236,66.36068051631298,23.427199531547352,34.574049178933045,123.21124278112367,11.32408163265306,22.6591111182022,15.147494612068964,114.8669387755102,116.42222222222222,13.782024364034946,36.77577353522054
2021-10-01,49.501411722096236,70.50822304858255,19.427433757868535,34.574049178933045,109.52110469433215,11.32408163265306,20.02433075562055,13.28727597549909,114.8669387755102,123.93333333333334,11.025619491227957,44.94816765415843
2021-10-02,15.63202475434618,33.18034025815649,5.142555994729906,13.297711222666555,82.14082852074911,11.32408163265306,15.018248066715412,6.377892468239564,27.349271137026243,45.06666666666666,4.134607309210484,22.474083827079216
2021-10-03,10.421349836230787,22.811483927482588,3.428370663153271,9.973283416999916,82.14082852074911,0.0,15.545204139231743,4.517673831669691,19.144489795918368,18.77777777777778,1.3782024364034946,20.43098529734474
2021-10-04,59.922761558327025,80.87707937925644,22.28440931049626,42.552675912532976,95.83096660754063,192.509387755102,23.976501299493027,19.665168443738654,114.8669387755102,146.46666666666667,9.647417054824462,40.86197059468948
2021-10-05,59.922761558327025,80.87707937925644,22.855804421021805,39.89313366799966,95.83096660754063,124.56489795918367,24.23997933575119,16.47622220961887,128.54157434402333,120.17777777777778,17.227530455043684,41.88351985955672
2021-10-06,59.922761558327025,74.6557655808521,21.713014199970715,38.56336254573301,109.52110469433215,45.29632653061224,20.814764864395045,14.616003573049,109.39708454810497,127.68888888888888,17.91663167324543,41.88351985955672
2021-10-07,52.10674918115394,76.72953684698689,21.14161908944517,37.23359142346635,123.21124278112367,22.64816326530612,23.713023263234863,14.616003573049,128.54157434402333,131.44444444444446,14.471125582236693,41.88351985955672
2021-10-08,46.89607426303854,64.2869092501782,19.99882886839408,33.90916361779971,95.83096660754063,22.64816326530612,20.814764864395045,13.28727597549909,98.45737609329447,120.17777777777778,7.58011340021922,27.5818301514154
2021-10-09,13.026687295288484,26.95902645975215,3.428370663153271,13.297711222666555,82.14082852074911,11.32408163265306,17.3895503930389,5.8464014292196005,30.084198250728864,37.55555555555556,3.4455060910087365,24.51718235681369
2021-10-10,7.81601237717309,24.88525519361737,2.8569755526277256,7.978626733599933,82.14082852074911,11.32408163265306,16.862594320522568,5.314910390199636,19.144489795918368,30.044444444444444,2.756404872806989,17.36633750274303
2021-10-11,46.89607426303854,62.21313798404342,17.141853315766355,31.914506934399732,95.83096660754063,11.32408163265306,21.60519897316954,12.490039416969145,95.72244897959185,93.88888888888889,9.647417054824462,37.79732280008777
2021-10-12,44.29073680398084,68.43445178244777,19.99882886839408,33.90916361779971,95.83096660754063,22.64816326530612,23.449545226976696,15.147494612068964,95.72244897959185,105.15555555555555,9.647417054824462,28.60337941628264
2021-10-13,46.89607426303854,60.13936671790864,22.28440931049626,39.89313366799966,95.83096660754063,22.64816326530612,22.13215504568587,13.818767014519054,98.45737609329447,105.15555555555555,9.647417054824462,37.79732280008777
2021-10-14,49.501411722096236,70.50822304858255,21.713014199970715,35.23893474006637,123.21124278112367,11.32408163265306,23.449545226976696,14.084512534029036,106.66215743440235,142.7111111111111,11.025619491227957,38.81887206495501
2021-10-15,59.922761558327025,74.6557655808521,19.427433757868535,35.23893474006637,95.83096660754063,22.64816326530612,22.6591111182022,13.28727597549909,114.8669387755102,116.42222222222222,11.025619491227957,37.79732280008777
2021-10-16,18.237362213403877,37.32788279042605,5.142555994729906,13.962596783799883,82.14082852074911,11.32408163265306,17.653028429297063,6.377892468239564,35.55405247813411,48.82222222222222,2.756404872806989,30.64647794601711
2021-10-17,15.63202475434618,29.03279772588693,4.571160884204361,10.638168978133244,82.14082852074911,11.32408163265306,15.808682175489908,6.112146948729582,21.879416909620993,33.8,7.58011340021922,22.474083827079216
2021-10-18,52.10674918115394,72.58199431471732,23.998594642072895,39.89313366799966,95.83096660754063,11.32408163265306,22.13215504568587,13.818767014519054,114.8669387755102,112.66666666666667,20.67303654605242,53.12056177309633
2021-10-19,57.31742409926933,72.58199431471732,24.569989752598442,43.2175614736663,95.83096660754063,11.32408163265306,23.449545226976696,16.741967729128856,120.33679300291546,123.93333333333334,57.88450232894677,88.87478604344963
2021-10-20,54.71208664021163,72.58199431471732,21.713014199970715,43.2175614736663,95.83096660754063,22.64816326530612,23.976501299493027,15.147494612068964,117.60186588921283,142.7111111111111,49.615287710525806,102.15492648672371
2021-10-21,52.10674918115394,70.50822304858255,21.713014199970715,38.56336254573301,123.21124278112367,22.64816326530612,22.395633081944037,15.94473117059891,131.27650145772594,142.7111111111111,25.496745073464652,68.44380074610488
2021-10-22,49.501411722096236,72.58199431471732,21.713014199970715,35.23893474006637,95.83096660754063,22.64816326530612,23.976501299493027,17.804949807168782,120.33679300291546,138.95555555555555,11.714720709429704,53.12056177309633
2021-10-23,13.026687295288484,37.32788279042605,5.142555994729906,13.297711222666555,82.14082852074911,11.32408163265306,16.862594320522568,7.706620065789473,24.614344023323618,45.06666666666666,4.823708527412231,30.64647794601711
2021-10-24,15.63202475434618,22.811483927482588,3.999765773678816,9.973283416999916,95.83096660754063,11.32408163265306,16.599116284264404,5.049164870689655,19.144489795918368,22.53333333333333,4.134607309210484,23.495633091946452
2021-10-25,59.922761558327025,82.95085064539123,21.713014199970715,37.89847698459968,95.83096660754063,33.97224489795918,23.186067190718532,16.741967729128856,123.07172011661808,135.2,11.025619491227957,34.73267500548606
2021-10-26,70.34411139455781,85.02462191152601,23.427199531547352,44.54733259593296,95.83096660754063,33.97224489795918,25.557369517042016,24.71433331442831,243.40851311953355,195.2888888888889,12.403821927631451,50.055913978494615
2021-10-27,65.13343647644241,87.0983931776608,23.427199531547352,40.558019229132995,109.52110469433215,22.64816326530612,26.347803625816514,21.79113259981851,273.4927113702624,255.37777777777777,11.714720709429704,39.84042132982225
2021-10-28,151.1095726253464,132.72136103262596,49.71137461572243,64.4938994299328,766.647732860325,45.29632653061224,24.23997933575119,22.854114677858437,210.58938775510205,217.82222222222222,11.714720709429704,38.81887206495501
2021-10-29,153.7149100844041,151.38530242783898,46.28300395256916,66.48855611333278,1369.013808679152,56.6204081632653,22.13215504568587,18.602186365698728,221.52909620991255,217.82222222222222,10.33651827302621,52.09901250822909
2021-10-30,23.44803713151927,47.69673912109995,7.999531547357632,18.616795711733175,643.4364900792013,22.64816326530612,17.91650646555523,7.972365585299455,71.10810495626822,86.37777777777778,0.6891012182017473,25.538731621680927
2021-10-31,15.63202475434618,26.95902645975215,4.571160884204361,11.9679401003999,383.3238664301625,11.32408163265306,16.599116284264404,6.909383507259527,43.758833819241985,52.577777777777776,2.067303654605242,21.45253456221198
2021-11-01,52.10674918115394,80.87707937925644,24.569989752598442,39.22824810686634,287.4928998226219,22.64816326530612,23.713023263234863,15.678985651088928,166.83055393586008,161.48888888888888,11.025619491227957,38.81887206495501
2021-11-02,57.31742409926933,85.02462191152601,22.855804421021805,40.558019229132995,260.1126236490389,22.64816326530612,22.395633081944037,17.804949807168782,150.42099125364433,180.26666666666665,13.092923145833199,34.73267500548606
2021-11-03,62.52809901738472,76.72953684698689,21.713014199970715,39.22824810686634,260.1126236490389,22.64816326530612,23.186067190718532,16.47622220961887,147.6860641399417,169.0,11.714720709429704,39.84042132982225
2021-11-04,72.94944885361551,85.02462191152601,21.713014199970715,39.22824810686634,355.9435902565795,22.64816326530612,23.976501299493027,18.86793188520871,139.48128279883383,176.51111111111112,11.025619491227957,49.03436471362738
2021-11-05,70.34411139455781,91.24593570993035,21.14161908944517,37.89847698459968,342.253452169788,22.64816326530612,22.6591111182022,18.86793188520871,150.42099125364433,172.75555555555556,13.092923145833199,44.94816765415843
2021-11-06,18.237362213403877,41.475425322695614,5.713951105255451,15.292367906066538,314.87317599620496,11.32408163265306,15.808682175489908,8.503856624319418,46.49376093294461,67.6,2.067303654605242,25.538731621680927
2021-11-07,13.026687295288484,31.10656899202171,3.428370663153271,13.962596783799883,287.4928998226219,11.32408163265306,15.808682175489908,6.909383507259527,30.084198250728864,41.31111111111111,0.0,20.43098529734474
2021-11-08,59.922761558327025,78.80330811312166,20.570223978919625,38.56336254573301,273.80276173583036,22.64816326530612,23.713023263234863,17.804949807168782,136.7463556851312,138.95555555555555,8.269214618420968,43.92661838929119
2021-11-09,62.52809901738472,89.17216444379557,20.570223978919625,37.23359142346635,260.1126236490389,22.64816326530612,22.922589154460365,18.86793188520871,123.07172011661808,153.9777777777778,8.958315836622715,35.7542242703533
2021-11-10,65.13343647644241,91.24593570993035,20.570223978919625,37.89847698459968,246.42248556224735,22.64816326530612,22.922589154460365,20.4624050022686,136.7463556851312,165.24444444444444,8.269214618420968,30.64647794601711
2021-11-11,57.31742409926933,80.87707937925644,18.284643536817445,33.90916361779971,246.42248556224735,22.64816326530612,21.60519897316954,18.070695326678763,120.33679300291546,165.24444444444444,9.647417054824462,43.92661838929119
2021-11-12,54.71208664021163,80.87707937925644,19.427433757868535,35.9038203011997,246.42248556224735,22.64816326530612,22.395633081944037,15.413240131578945,131.27650145772594,157.73333333333332,8.958315836622715,45.96971691902567
2021-11-13,18.237362213403877,39.40165405656083,4.571160884204361,13.962596783799883,232.7323474754558,11.32408163265306,17.653028429297063,9.301093182849364,46.49376093294461,60.08888888888889,2.067303654605242,24.51718235681369
2021-11-14,15.63202475434618,33.18034025815649,3.999765773678816,10.638168978133244,219.0422093886643,11.32408163265306,17.91650646555523,6.643637987749545,35.55405247813411,41.31111111111111,3.4455060910087365,17.36633750274303
2021-11-15,49.501411722096236,76.72953684698689,18.85603864734299,33.24427805666639,246.42248556224735,22.64816326530612,22.395633081944037,17.273458768148817,125.8066472303207,135.2,8.269214618420968,35.7542242703533
2021-11-16,54.71208664021163,82.95085064539123,19.99882886839408,37.23359142346635,219.0422093886643,22.64816326530612,22.395633081944037,15.94473117059891,150.42099125364433,157.73333333333332,8.958315836622715,37.79732280008777
2021-11-17,54.71208664021163,82.95085064539123,21.713014199970715,39.89313366799966,205.3520713018728,22.64816326530612,23.976501299493027,17.007713248638836,120.33679300291546,161.48888888888888,10.33651827302621,43.92661838929119
2021-11-18,70.34411139455781,87.0983931776608,29.141150636802802,49.86641708499958,232.7323474754558,22.64816326530612,21.60519897316954,18.070695326678763,134.01142857142858,161.48888888888888,11.025619491227957,42.90506912442396
2021-11-19,80.7654612307886,97.46724950833469,30.85533596837944,52.525959329532895,205.3520713018728,22.64816326530612,22.922589154460365,18.070695326678763,128.54157434402333,169.0,9.647417054824462,49.03436471362738
2021-11-20,18.237362213403877,39.40165405656083,9.142321768408722,21.276337956266488,191.66193321508126,11.32408163265306,16.599116284264404,7.972365585299455,32.819125364431486,60.08888888888889,1.3782024364034946,21.45253456221198
2021-11-21,15.63202475434618,35.254111524291275,5.142555994729906,13.297711222666555,177.97179512828976,11.32408163265306,16.072160211748074,6.112146948729582,24.614344023323618,45.06666666666666,2.067303654605242,19.409436032477505
2021-11-22,65.13343647644241,76.72953684698689,28.56975552627726,49.20153152386625,191.66193321508126,22.64816326530612,22.6591111182022,17.007713248638836,139.48128279883383,153.9777777777778,10.33651827302621,33.711125740618826
