Date,MSFT,microsoft stock
11/30/2020,23,21
12/1/2020,30,26
12/2/2020,26,23
12/3/2020,25,23
12/4/2020,24,22
12/5/2020,8,9
12/6/2020,4,6
12/7/2020,22,20
12/8/2020,23,22
12/9/2020,24,21
12/10/2020,26,23
12/11/2020,25,22
12/12/2020,9,10
12/13/2020,5,6
12/14/2020,24,21
12/15/2020,23,23
12/16/2020,27,22
12/17/2020,31,24
12/18/2020,25,24
12/19/2020,10,10
12/20/2020,6,7
12/21/2020,26,22
12/22/2020,30,24
12/23/2020,29,23
12/24/2020,23,22
12/25/2020,8,9
12/26/2020,6,7
12/27/2020,5,7
12/28/2020,26,23
12/29/2020,29,27
12/30/2020,24,25
12/31/2020,25,21
1/1/2021,9,12
1/2/2021,5,8
1/3/2021,4,7
1/4/2021,25,20
1/5/2021,26,23
1/6/2021,32,26
1/7/2021,31,27
1/8/2021,32,24
1/9/2021,8,10
1/10/2021,5,10
1/11/2021,24,22
1/12/2021,25,23
1/13/2021,25,23
1/14/2021,24,22
1/15/2021,26,24
1/16/2021,7,9
1/17/2021,4,6
1/18/2021,10,11
1/19/2021,21,22
1/20/2021,33,31
1/21/2021,32,30
1/22/2021,32,30
1/23/2021,11,13
1/24/2021,9,9
1/25/2021,37,28
1/26/2021,81,51
1/27/2021,100,69
1/28/2021,52,50
1/29/2021,42,42
1/30/2021,13,16
1/31/2021,8,12
2/1/2021,41,35
2/2/2021,40,41
2/3/2021,40,36
2/4/2021,36,34
2/5/2021,33,31
2/6/2021,10,14
2/7/2021,6,9
2/8/2021,30,24
2/9/2021,27,28
2/10/2021,27,30
2/11/2021,29,26
2/12/2021,31,27
2/13/2021,9,12
2/14/2021,5,7
2/15/2021,10,13
2/16/2021,27,26
2/17/2021,27,23
2/18/2021,25,24
2/19/2021,24,25
2/20/2021,7,8
2/21/2021,6,6
2/22/2021,26,27
2/23/2021,32,32
2/24/2021,28,28
2/25/2021,27,27
2/26/2021,28,28
2/27/2021,9,10
2/28/2021,5,8
3/1/2021,24,25
3/2/2021,26,22
3/3/2021,27,24
3/4/2021,31,26
3/5/2021,33,30
3/6/2021,10,13
3/7/2021,6,7
3/8/2021,29,26
3/9/2021,32,33
3/10/2021,28,27
3/11/2021,27,25
3/12/2021,28,25
3/13/2021,7,9
3/14/2021,5,5
3/15/2021,24,24
3/16/2021,25,22
3/17/2021,24,22
3/18/2021,24,22
3/19/2021,26,21
3/20/2021,8,8
3/21/2021,6,7
3/22/2021,22,23
3/23/2021,28,27
3/24/2021,25,22
3/25/2021,25,22
3/26/2021,25,19
3/27/2021,8,7
3/28/2021,5,6
3/29/2021,21,18
3/30/2021,22,20
3/31/2021,31,24
4/1/2021,37,33
4/2/2021,16,17
4/3/2021,6,7
4/4/2021,5,5
4/5/2021,33,26
4/6/2021,30,27
4/7/2021,28,21
4/8/2021,31,25
4/9/2021,31,26
4/10/2021,10,10
4/11/2021,6,7
4/12/2021,38,31
4/13/2021,36,32
4/14/2021,31,25
4/15/2021,30,24
4/16/2021,28,24
4/17/2021,8,9
4/18/2021,7,6
4/19/2021,25,21
4/20/2021,25,20
4/21/2021,27,23
4/22/2021,24,24
4/23/2021,26,19
4/24/2021,9,10
4/25/2021,5,7
4/26/2021,25,21
4/27/2021,63,34
4/28/2021,70,41
4/29/2021,43,33
4/30/2021,32,25
5/1/2021,9,11
5/1/2021,14,18
5/2/2021,9,8
5/3/2021,50,39
5/4/2021,51,53
5/5/2021,44,40
5/6/2021,45,37
5/7/2021,42,39
5/8/2021,13,16
5/9/2021,9,9
5/10/2021,39,34
5/11/2021,47,39
5/12/2021,45,37
5/13/2021,47,41
5/14/2021,44,37
5/15/2021,15,14
5/16/2021,8,8
5/17/2021,43,38
5/18/2021,41,35
5/19/2021,41,33
5/20/2021,36,28
5/21/2021,37,30
5/22/2021,9,9
5/23/2021,6,7
5/24/2021,34,33
5/25/2021,34,31
5/26/2021,42,28
5/27/2021,34,30
5/28/2021,33,31
5/29/2021,10,11
5/30/2021,7,9
5/31/2021,12,13
6/1/2021,36,26
6/2/2021,36,28
6/3/2021,27,30
6/4/2021,34,27
6/5/2021,15,15
6/6/2021,7,8
6/7/2021,31,26
6/8/2021,41,30
6/9/2021,33,30
6/10/2021,35,27
6/11/2021,40,27
6/12/2021,14,9
6/13/2021,8,6
6/14/2021,35,30
6/15/2021,34,31
6/16/2021,38,29
6/17/2021,36,32
6/18/2021,39,28
6/19/2021,12,10
6/20/2021,7,8
6/21/2021,38,27
6/22/2021,46,34
6/23/2021,53,40
6/24/2021,54,43
6/25/2021,48,30
6/26/2021,16,12
6/27/2021,10,9
6/28/2021,40,29
6/29/2021,43,34
6/30/2021,45,34
7/1/2021,38,31
7/2/2021,51,39
7/3/2021,14,14
7/4/2021,9,9
7/5/2021,18,15
7/6/2021,63,40
7/7/2021,54,44
7/8/2021,56,37
7/9/2021,46,33
7/10/2021,14,13
7/11/2021,7,10
7/12/2021,43,33
7/13/2021,46,37
7/14/2021,49,39
7/15/2021,42,36
7/16/2021,44,32
7/17/2021,12,8
7/18/2021,10,8
7/19/2021,43,36
7/20/2021,44,33
7/21/2021,39,32
7/22/2021,54,41
7/23/2021,56,39
7/24/2021,19,13
7/25/2021,11,7
7/26/2021,55,34
7/27/2021,90,53
7/28/2021,87,55
7/29/2021,48,37
7/30/2021,44,39
7/31/2021,11,14
8/1/2021,9,7
8/2/2021,35,32
8/3/2021,42,31
8/4/2021,34,30
8/5/2021,37,35
8/6/2021,41,29
8/7/2021,11,10
8/8/2021,9,8
8/9/2021,36,29
8/10/2021,39,30
8/11/2021,38,30
8/12/2021,36,34
8/13/2021,38,31
8/14/2021,11,11
8/15/2021,7,8
8/16/2021,40,32
8/17/2021,44,32
8/18/2021,43,31
8/19/2021,46,39
8/20/2021,65,46
8/21/2021,20,18
8/22/2021,10,13
8/23/2021,54,36
8/24/2021,56,48
8/25/2021,47,31
8/26/2021,40,31
8/27/2021,42,32
8/28/2021,13,11
8/29/2021,7,8
8/30/2021,39,34
8/31/2021,47,32
9/1/2021,39,34
9/2/2021,38,28
9/3/2021,36,28
9/4/2021,10,12
9/5/2021,9,7
9/6/2021,11,11
9/7/2021,37,25
9/8/2021,35,27
9/9/2021,36,28
9/10/2021,36,29
9/11/2021,12,11
9/12/2021,7,5
9/13/2021,35,29
9/14/2021,34,27
9/15/2021,54,38
9/16/2021,44,35
9/17/2021,41,32
9/18/2021,14,12
9/19/2021,9,8
9/20/2021,45,34
9/21/2021,45,34
9/22/2021,40,35
9/23/2021,41,32
9/24/2021,37,29
9/25/2021,11,10
9/26/2021,7,7
9/27/2021,36,25
9/28/2021,47,31
9/29/2021,43,30
9/30/2021,42,31
10/1/2021,42,33
10/2/2021,10,12
10/3/2021,7,5
10/4/2021,42,39
10/5/2021,47,32
10/6/2021,40,34
10/7/2021,47,35
10/8/2021,36,32
10/9/2021,11,10
10/10/2021,7,8
10/11/2021,35,25
10/12/2021,35,28
10/13/2021,36,28
10/14/2021,39,38
10/15/2021,42,31
10/16/2021,13,13
10/17/2021,8,9
10/18/2021,42,30
10/19/2021,44,33
10/20/2021,43,38
10/21/2021,48,38
10/22/2021,44,37
10/23/2021,9,12
10/24/2021,7,6
10/25/2021,45,36
10/26/2021,89,52
10/27/2021,100,68
10/28/2021,77,58
10/29/2021,81,58
10/30/2021,26,23
10/31/2021,16,14
11/1/2021,61,43
11/2/2021,55,48
11/3/2021,54,45
11/4/2021,51,47
11/5/2021,55,46
11/6/2021,17,18
11/7/2021,11,11
11/8/2021,50,37
11/9/2021,45,41
11/10/2021,50,44
11/11/2021,44,44
11/12/2021,48,42
11/13/2021,17,16
11/14/2021,13,11
11/15/2021,46,36
11/16/2021,55,42
11/17/2021,44,43
11/18/2021,49,43
11/19/2021,47,45
11/20/2021,12,16
11/21/2021,9,12
11/22/2021,51,41
11/23/2021,48,39
11/24/2021,41,37
11/25/2021,19,16
11/26/2021,45,35
11/27/2021,15,15
11/28/2021,9,12
11/29/2021,54,45
11/30/2021,55,42
12/1/2021,54,47
12/2/2021,46,42
12/3/2021,52,40
12/4/2021,15,14
12/5/2021,11,10
12/6/2021,47,40
12/7/2021,57,45
12/8/2021,57,43
12/9/2021,50,40
12/10/2021,56,40
12/11/2021,18,19
12/12/2021,10,9
12/13/2021,46,36
12/14/2021,61,45
12/15/2021,59,42
12/16/2021,53,39
12/17/2021,56,39
12/18/2021,15,13
12/19/2021,8,9
12/20/2021,49,33
12/21/2021,49,43
12/22/2021,50,46
12/23/2021,56,37
12/24/2021,22,20
12/25/2021,10,9
12/26/2021,7,10
12/27/2021,48,39
12/28/2021,50,40
12/29/2021,48,40
12/30/2021,45,34
12/31/2021,41,32
1/1/2022,14,15
1/1/2022,7,8
1/2/2022,5,5
1/3/2022,25,18
1/4/2022,37,32
1/5/2022,26,20
1/6/2022,28,19
1/7/2022,25,23
1/8/2022,9,9
1/9/2022,6,5
1/10/2022,30,20
1/11/2022,26,21
1/12/2022,23,20
1/13/2022,24,16
1/14/2022,28,19
1/15/2022,7,8
1/16/2022,5,4
1/17/2022,9,9
1/18/2022,56,65
1/19/2022,40,46
1/20/2022,33,33
1/21/2022,37,32
1/22/2022,14,17
1/23/2022,9,11
1/24/2022,55,43
1/25/2022,96,53
1/26/2022,100,57
1/27/2022,45,33
1/28/2022,40,34
1/29/2022,13,14
1/30/2022,9,8
1/31/2022,33,26
2/1/2022,30,25
2/2/2022,35,29
2/3/2022,39,31
2/4/2022,31,31
2/5/2022,12,10
2/6/2022,6,7
2/7/2022,25,25
2/8/2022,30,24
2/9/2022,25,23
2/10/2022,25,18
2/11/2022,28,21
2/12/2022,9,8
2/13/2022,6,6
2/14/2022,27,21
2/15/2022,28,22
2/16/2022,25,23
2/17/2022,26,20
2/18/2022,28,22
2/19/2022,9,10
2/20/2022,5,7
2/21/2022,10,12
2/22/2022,30,23
2/23/2022,26,21
2/24/2022,43,33
2/25/2022,29,23
2/26/2022,10,7
2/27/2022,5,6
2/28/2022,28,24
3/1/2022,24,19
3/2/2022,26,19
3/3/2022,23,18
3/4/2022,25,20
3/5/2022,8,7
3/6/2022,5,4
3/7/2022,31,23
3/8/2022,29,22
3/9/2022,22,20
3/10/2022,24,16
3/11/2022,24,18
3/12/2022,8,7
3/13/2022,5,6
3/14/2022,25,19
3/15/2022,23,19
3/16/2022,25,22
3/17/2022,26,19
3/18/2022,24,19
3/19/2022,9,8
3/20/2022,6,5
3/21/2022,23,18
3/22/2022,21,19
3/23/2022,22,19
3/24/2022,22,16
3/25/2022,22,18
3/26/2022,7,7
3/27/2022,4,4
3/28/2022,25,19
3/29/2022,29,19
3/30/2022,23,19
3/31/2022,21,17
4/1/2022,20,16
4/2/2022,7,6
4/3/2022,4,4
4/4/2022,26,18
4/5/2022,20,17
4/6/2022,22,16
4/7/2022,21,17
4/8/2022,20,16
4/9/2022,6,8
4/10/2022,5,4
4/11/2022,24,16
4/12/2022,22,19
4/13/2022,19,15
4/14/2022,20,17
4/15/2022,12,9
4/16/2022,6,5
4/17/2022,5,4
4/18/2022,23,18
4/19/2022,20,18
4/20/2022,24,20
4/21/2022,24,19
4/22/2022,24,18
4/23/2022,8,9
4/24/2022,6,6
4/25/2022,29,21
4/26/2022,76,34
4/27/2022,65,35
4/28/2022,39,28
4/29/2022,30,22
4/30/2022,13,12
5/1/2022,7,7
5/2/2022,27,19
5/3/2022,23,21
5/4/2022,23,18
5/5/2022,29,22
5/6/2022,28,22
5/7/2022,9,8
5/8/2022,6,7
5/9/2022,34,25
5/10/2022,29,26
5/11/2022,31,25
5/12/2022,33,26
5/13/2022,28,22
5/14/2022,9,8
5/15/2022,6,6
5/16/2022,26,18
5/17/2022,25,18
5/18/2022,25,22
5/19/2022,26,21
5/20/2022,26,20
5/21/2022,7,8
5/22/2022,5,6
5/23/2022,23,17
5/24/2022,27,19
5/25/2022,24,19
5/26/2022,24,16
5/27/2022,23,17
5/28/2022,9,6
5/29/2022,4,5
5/30/2022,8,7
5/31/2022,22,17
6/1/2022,22,15
6/2/2022,31,20
6/3/2022,23,16
6/4/2022,7,7
6/5/2022,5,4
6/6/2022,22,14
6/7/2022,19,15
6/8/2022,18,15
6/9/2022,17,15
6/10/2022,21,18
6/11/2022,7,8
6/12/2022,5,6
6/13/2022,32,24
6/14/2022,26,22
6/15/2022,25,21
6/16/2022,26,22
6/17/2022,23,18
6/18/2022,7,8
6/19/2022,5,6
6/20/2022,10,10
6/21/2022,23,17
6/22/2022,20,16
6/23/2022,19,15
6/24/2022,21,16
6/25/2022,6,5
6/26/2022,4,3
6/27/2022,20,13
6/28/2022,19,13
6/29/2022,19,12
6/30/2022,18,12
7/1/2022,16,12
7/2/2022,6,5
7/3/2022,3,3
7/4/2022,7,5
7/5/2022,20,14
7/6/2022,19,14
7/7/2022,22,15
7/8/2022,18,13
7/9/2022,7,6
7/10/2022,5,4
7/11/2022,20,14
7/12/2022,21,14
7/13/2022,22,15
7/14/2022,20,15
7/15/2022,20,15
7/16/2022,5,4
7/17/2022,4,4
7/18/2022,17,14
7/19/2022,20,14
7/20/2022,21,14
7/21/2022,21,16
7/22/2022,19,14
7/23/2022,6,5
7/24/2022,4,4
7/25/2022,18,14
7/26/2022,60,29
7/27/2022,59,32
7/28/2022,37,24
7/29/2022,33,20
7/30/2022,8,7
7/31/2022,6,4
8/1/2022,24,15
8/2/2022,21,16
8/3/2022,22,15
8/4/2022,20,16
8/5/2022,20,16
8/6/2022,6,6
8/7/2022,4,3
8/8/2022,21,16
8/9/2022,21,15
8/10/2022,24,17
8/11/2022,22,18
8/12/2022,21,16
8/13/2022,8,6
8/14/2022,4,4
8/15/2022,22,16
8/16/2022,23,16
8/17/2022,20,16
8/18/2022,17,15
8/19/2022,18,15
8/20/2022,6,5
8/21/2022,4,4
8/22/2022,17,12
8/23/2022,17,14
8/24/2022,16,12
8/25/2022,16,13
8/26/2022,18,15
8/27/2022,7,6
8/28/2022,5,4
8/29/2022,16,13
8/30/2022,16,13
8/31/2022,15,13
9/1/2022,18,14
9/1/2022,20,17
9/2/2022,19,16
9/3/2022,7,4
9/4/2022,3,4
9/5/2022,7,5
9/6/2022,19,14
9/7/2022,19,15
9/8/2022,21,13
9/9/2022,19,13
9/10/2022,7,6
9/11/2022,5,4
9/12/2022,20,14
9/13/2022,24,18
9/14/2022,23,16
9/15/2022,26,18
9/16/2022,23,19
9/17/2022,6,7
9/18/2022,5,4
9/19/2022,22,15
9/20/2022,21,16
9/21/2022,25,18
9/22/2022,24,19
9/23/2022,24,17
9/24/2022,8,7
9/25/2022,4,5
9/26/2022,22,17
9/27/2022,21,16
9/28/2022,20,15
9/29/2022,20,18
9/30/2022,22,15
10/1/2022,9,7
10/2/2022,7,4
10/3/2022,23,16
10/4/2022,26,17
10/5/2022,21,17
10/6/2022,20,14
10/7/2022,22,17
10/8/2022,7,5
10/9/2022,5,5
10/10/2022,21,15
10/11/2022,24,17
10/12/2022,22,16
10/13/2022,28,18
10/14/2022,22,17
10/15/2022,7,6
10/16/2022,5,5
10/17/2022,22,15
10/18/2022,26,18
10/19/2022,24,15
10/20/2022,22,14
10/21/2022,20,16
10/22/2022,6,4
10/23/2022,5,5
10/24/2022,24,15
10/25/2022,67,32
10/26/2022,84,45
10/27/2022,50,36
10/28/2022,39,30
10/29/2022,9,8
10/30/2022,6,7
10/31/2022,25,17
11/1/2022,24,22
11/2/2022,28,19
11/3/2022,29,22
11/4/2022,29,19
11/5/2022,7,8
11/6/2022,6,6
11/7/2022,28,18
11/8/2022,24,19
11/9/2022,22,17
11/10/2022,33,22
11/11/2022,27,20
11/12/2022,8,7
11/13/2022,6,6
11/14/2022,24,18
11/15/2022,25,17
11/16/2022,22,17
11/17/2022,19,15
11/18/2022,19,17
11/19/2022,8,6
11/20/2022,5,5
11/21/2022,18,13
11/22/2022,20,12
11/23/2022,19,14
11/24/2022,9,8
11/25/2022,13,11
11/26/2022,4,4
11/27/2022,3,4
11/28/2022,19,12
11/29/2022,18,15
11/30/2022,19,16
12/1/2022,22,15
12/2/2022,18,14
12/3/2022,7,5
12/4/2022,4,4
12/5/2022,18,12
12/6/2022,20,12
12/7/2022,19,16
12/8/2022,22,17
12/9/2022,19,15
12/10/2022,7,4
12/11/2022,5,3
12/12/2022,20,16
12/13/2022,25,16
12/14/2022,23,15
12/15/2022,24,14
12/16/2022,18,14
12/17/2022,6,5
12/18/2022,4,4
12/19/2022,20,12
12/20/2022,18,14
12/21/2022,19,15
12/22/2022,21,15
12/23/2022,20,13
12/24/2022,7,6
12/25/2022,4,4
12/26/2022,7,6
12/27/2022,19,14
12/28/2022,19,16
12/29/2022,20,16
12/30/2022,17,14
12/31/2022,7,6
1/1/2023,5,5
1/2/2023,8,7
1/3/2023,18,15
1/4/2023,35,23
1/5/2023,30,20
1/6/2023,31,19
1/7/2023,8,7
1/8/2023,6,6
1/9/2023,23,19
1/10/2023,25,18
1/11/2023,26,20
1/12/2023,27,20
1/13/2023,24,18
1/14/2023,9,8
1/15/2023,5,5
1/16/2023,11,9
1/17/2023,27,20
1/18/2023,41,30
1/19/2023,27,20
1/20/2023,29,22
1/21/2023,8,9
1/22/2023,7,7
1/23/2023,32,26
1/24/2023,86,41
1/25/2023,100,45
1/26/2023,36,26
1/27/2023,31,27
1/28/2023,9,10
1/29/2023,6,7
1/30/2023,25,18
1/31/2023,25,20
2/1/2023,29,21
2/2/2023,41,29
2/3/2023,38,25
2/4/2023,9,10
2/5/2023,7,6
2/6/2023,27,23
2/7/2023,38,27
2/8/2023,55,38
2/9/2023,47,35
2/10/2023,31,29
2/11/2023,12,14
2/12/2023,8,10
2/13/2023,35,24
2/14/2023,36,25
2/15/2023,32,22
2/16/2023,29,24
2/17/2023,28,21
2/18/2023,9,9
2/19/2023,6,7
2/20/2023,12,12
2/21/2023,27,19
2/22/2023,24,17
2/23/2023,23,17
2/24/2023,24,19
2/25/2023,7,8
2/26/2023,5,6
2/27/2023,21,15
2/28/2023,21,14
3/1/2023,20,17
