date,amazon stock,apple stock,facebook stock,google stock,microsoft stock,netflix stock,AMZN,AAPL,META,FB,GOOGL,MSFT,NFLX
10/13/2013 0:00,34.16666667,12.09090909,19.47272727,50.0625,6.16,11.92307692,4.571428571,6.511627907,65.51111111,92.39130435,83.50588235,4.615384615,0
10/14/2013 0:00,54.66666667,27.36363636,35.23636364,66.75,14,42.92307692,27.42857143,30.93023256,72.35555556,78.26086957,78.91764706,15.23076923,67.94285714
10/15/2013 0:00,44.41666667,26.72727273,44.50909091,80.65625,19.6,52.46153846,18.28571429,39.06976744,84.08888889,78.26086957,80.75294118,18.46153846,0
10/16/2013 0:00,54.66666667,33.09090909,43.58181818,94.5625,29.68,40.53846154,32,37.44186047,88,81.52173913,81.67058824,20.30769231,0
10/17/2013 0:00,58.08333333,35,48.21818182,97.34375,25.2,42.92307692,33.52380952,36.62790698,96.8,77.17391304,80.75294118,19.84615385,0
10/18/2013 0:00,75.16666667,38.18181818,57.49090909,278.125,31.92,47.69230769,56.38095238,42.3255814,78.22222222,80.43478261,84.42352941,19.38461538,0
10/19/2013 0:00,71.75,17.18181818,29.67272727,139.0625,17.36,21.46153846,16.76190476,13.02325581,62.57777778,92.39130435,85.34117647,8.307692308,33.14285714
10/20/2013 0:00,54.66666667,15.27272727,28.74545455,86.21875,11.2,23.84615385,12.19047619,9.76744186,64.53333333,93.47826087,80.75294118,8.307692308,0
10/21/2013 0:00,68.33333333,35.63636364,48.21818182,127.9375,18.48,109.6923077,36.57142857,45.58139535,85.06666667,77.17391304,82.58823529,18.46153846,26.51428571
10/22/2013 0:00,71.75,63.63636364,52.85454545,125.15625,31.92,238.4615385,44.19047619,75.69767442,94.84444444,78.26086957,86.25882353,19.38461538,0
10/23/2013 0:00,68.33333333,50.27272727,46.36363636,111.25,28,119.2307692,36.57142857,52.90697674,87.02222222,76.08695652,85.34117647,18.46153846,0
10/24/2013 0:00,88.83333333,40.09090909,43.58181818,105.6875,34.72,76.30769231,108.1904762,47.20930233,97.77777778,75,82.58823529,36,0
10/25/2013 0:00,123,35.63636364,51,100.125,46.48,62,152.3809524,43.13953488,92.88888889,77.17391304,79.83529412,46.15384615,0
10/26/2013 0:00,58.08333333,15.27272727,28.74545455,52.84375,21.84,40.53846154,30.47619048,12.20930233,68.44444444,92.39130435,83.50588235,12.46153846,25.68571429
10/27/2013 0:00,71.75,15.90909091,16.69090909,50.0625,11.76,28.61538462,13.71428571,10.58139535,71.37777778,91.30434783,82.58823529,8.769230769,0
10/28/2013 0:00,78.58333333,42,40.8,83.4375,20.72,45.30769231,47.23809524,81.39534884,83.11111111,80.43478261,81.67058824,20.30769231,0
10/29/2013 0:00,64.91666667,41.36363636,41.72727273,94.5625,26.32,35.76923077,42.66666667,75.69767442,89.95555556,73.91304348,81.67058824,19.84615385,0
10/30/2013 0:00,92.25,31.81818182,66.76363636,97.34375,22.96,26.23076923,45.71428571,42.3255814,90.93333333,79.34782609,86.25882353,15.69230769,0
10/31/2013 0:00,75.16666667,33.72727273,74.18181818,97.34375,18.48,62,47.23809524,36.62790698,95.82222222,78.26086957,80.75294118,12.46153846,0
11/1/2013 0:00,54.66666667,30.54545455,35.23636364,100.125,26.88,35.76923077,36.57142857,34.18604651,77.24444444,85.86956522,83.50588235,12,0
11/2/2013 0:00,41,15.90909091,26.89090909,61.1875,16.8,16.69230769,18.28571429,12.20930233,68.44444444,94.56521739,81.67058824,6.461538462,0
11/3/2013 0:00,37.58333333,10.81818182,22.25454545,72.3125,16.24,11.92307692,0,7.325581395,65.51111111,97.82608696,79.83529412,6.461538462,0
11/4/2013 0:00,54.66666667,26.72727273,37.09090909,97.34375,28.56,31,30.47619048,30.11627907,82.13333333,77.17391304,86.25882353,12.46153846,0
11/5/2013 0:00,64.91666667,28,51,97.34375,25.2,35.76923077,38.0952381,32.55813953,88.97777778,78.26086957,79.83529412,20.76923077,0
11/6/2013 0:00,71.75,24.81818182,40.8,105.6875,33.6,31,27.42857143,32.55813953,87.02222222,80.43478261,85.34117647,28.61538462,0
11/7/2013 0:00,82,29.27272727,92.72727273,127.9375,33.6,54.84615385,36.57142857,31.74418605,96.8,78.26086957,81.67058824,28.15384615,19.88571429
11/8/2013 0:00,82,28,58.41818182,97.34375,21.84,40.53846154,33.52380952,29.30232558,86.04444444,79.34782609,89.01176471,18.92307692,0
11/9/2013 0:00,51.25,13.36363636,35.23636364,72.3125,11.76,23.84615385,12.19047619,11.39534884,74.31111111,88.04347826,83.50588235,6.461538462,0
11/10/2013 0:00,41,14.63636364,26.89090909,66.75,13.44,4.769230769,3.047619048,8.139534884,69.42222222,94.56521739,84.42352941,7.384615385,0
11/11/2013 0:00,95.66666667,22.27272727,34.30909091,86.21875,25.76,28.61538462,32,28.48837209,86.04444444,77.17391304,78,14.30769231,0
11/12/2013 0:00,95.66666667,26.09090909,40.8,86.21875,30.8,40.53846154,36.57142857,27.6744186,85.06666667,75,82.58823529,16.15384615,0
11/13/2013 0:00,82,22.90909091,41.72727273,89,40.32,40.53846154,28.95238095,28.48837209,95.82222222,78.26086957,81.67058824,13.38461538,0
11/14/2013 0:00,82,24.81818182,45.43636364,102.90625,34.72,38.15384615,41.14285714,27.6744186,90.93333333,81.52173913,86.25882353,17.53846154,33.14285714
11/15/2013 0:00,95.66666667,24.81818182,37.09090909,97.34375,30.8,33.38461538,64,29.30232558,86.04444444,83.69565217,80.75294118,16.15384615,0
11/16/2013 0:00,78.58333333,15.27272727,23.18181818,61.1875,17.36,19.07692308,10.66666667,8.139534884,68.44444444,91.30434783,78.91764706,5.538461538,0
11/17/2013 0:00,85.41666667,10.81818182,18.54545455,50.0625,14,11.92307692,15.23809524,7.325581395,59.64444444,85.86956522,79.83529412,5.076923077,58
11/18/2013 0:00,95.66666667,22.27272727,40.8,86.21875,30.8,21.46153846,28.95238095,30.11627907,84.08888889,76.08695652,83.50588235,15.23076923,0
11/19/2013 0:00,75.16666667,24.81818182,38.94545455,97.34375,30.8,33.38461538,44.19047619,26.86046512,87.02222222,75,78,17.53846154,0
11/20/2013 0:00,75.16666667,22.90909091,37.09090909,83.4375,30.24,40.53846154,32,26.04651163,89.95555556,73.91304348,86.25882353,21.69230769,0
11/21/2013 0:00,82,25.45454545,31.52727273,91.78125,39.76,21.46153846,35.04761905,26.86046512,97.77777778,73.91304348,85.34117647,20.30769231,0
11/22/2013 0:00,82,24.18181818,39.87272727,94.5625,56,21.46153846,38.0952381,26.86046512,90.93333333,82.60869565,88.09411765,19.38461538,0
11/23/2013 0:00,71.75,12.72727273,22.25454545,66.75,43.68,14.30769231,16.76190476,7.325581395,69.42222222,91.30434783,80.75294118,11.07692308,0
11/24/2013 0:00,71.75,9.545454545,20.4,55.625,22.4,11.92307692,10.66666667,5.697674419,67.46666667,93.47826087,84.42352941,6.923076923,0
11/25/2013 0:00,109.3333333,24.81818182,30.6,72.3125,36.4,23.84615385,24.38095238,22.79069767,86.04444444,77.17391304,83.50588235,18,0
11/26/2013 0:00,99.08333333,21.63636364,33.38181818,80.65625,39.76,26.23076923,39.61904762,28.48837209,88,76.08695652,78,18,0
11/27/2013 0:00,112.75,26.09090909,38.94545455,75.09375,28,26.23076923,42.66666667,32.55813953,83.11111111,77.17391304,79.83529412,12.92307692,0
11/28/2013 0:00,99.08333333,19.09090909,21.32727273,63.96875,20.72,23.84615385,22.85714286,13.8372093,92.88888889,77.17391304,80.75294118,9.692307692,29.82857143
11/29/2013 0:00,153.75,19.09090909,30.6,69.53125,19.04,0,33.52380952,28.48837209,78.22222222,81.52173913,78.91764706,10.15384615,0
11/30/2013 0:00,92.25,14,25.03636364,58.40625,20.72,14.30769231,21.33333333,13.02325581,62.57777778,95.65217391,86.25882353,7.384615385,0
12/1/2013 0:00,102.5,8.909090909,15.76363636,50.0625,20.16,21.46153846,13.71428571,8.953488372,88.97777778,90.2173913,78.91764706,6.461538462,43.08571429
12/2/2013 0:00,341.6666667,26.09090909,28.74545455,86.21875,29.12,23.84615385,91.42857143,36.62790698,89.95555556,77.17391304,81.67058824,17.07692308,0
12/3/2013 0:00,198.1666667,28.63636364,33.38181818,100.125,38.08,16.69230769,67.04761905,39.88372093,84.08888889,78.26086957,81.67058824,15.69230769,0
12/4/2013 0:00,157.1666667,31.81818182,30.6,83.4375,30.24,33.38461538,44.19047619,37.44186047,87.02222222,77.17391304,79.83529412,16.15384615,0
12/5/2013 0:00,167.4166667,30.54545455,28.74545455,91.78125,29.12,35.76923077,51.80952381,47.20930233,93.86666667,78.26086957,78.91764706,19.84615385,24.85714286
12/6/2013 0:00,146.9166667,28,34.30909091,83.4375,30.24,35.76923077,39.61904762,39.06976744,84.08888889,80.43478261,78.91764706,19.84615385,0
12/7/2013 0:00,105.9166667,17.18181818,21.32727273,52.84375,25.2,19.07692308,7.619047619,12.20930233,62.57777778,95.65217391,81.67058824,6,0
12/8/2013 0:00,112.75,12.09090909,17.61818182,61.1875,18.48,21.46153846,9.142857143,8.139534884,67.46666667,90.2173913,81.67058824,6,0
12/9/2013 0:00,146.9166667,23.54545455,32.45454545,94.5625,17.36,19.07692308,22.85714286,33.37209302,82.13333333,78.26086957,84.42352941,15.69230769,0
12/10/2013 0:00,129.8333333,23.54545455,31.52727273,77.875,28,16.69230769,35.04761905,30.93023256,90.93333333,77.17391304,82.58823529,18.92307692,0
12/11/2013 0:00,109.3333333,21.63636364,33.38181818,83.4375,28.56,16.69230769,30.47619048,30.11627907,81.15555556,79.34782609,79.83529412,15.23076923,0
12/12/2013 0:00,119.5833333,22.90909091,47.29090909,91.78125,21.84,16.69230769,38.0952381,26.04651163,90.93333333,79.34782609,84.42352941,22.61538462,0
12/13/2013 0:00,102.5,24.18181818,38.94545455,91.78125,22.4,42.92307692,38.0952381,24.41860465,75.28888889,89.13043478,80.75294118,12,0
12/14/2013 0:00,105.9166667,9.545454545,19.47272727,50.0625,12.32,0,15.23809524,8.953488372,60.62222222,98.91304348,85.34117647,5.076923077,82.85714286
12/15/2013 0:00,95.66666667,9.545454545,22.25454545,61.1875,10.08,14.30769231,9.142857143,7.325581395,68.44444444,91.30434783,78.91764706,5.076923077,0
12/16/2013 0:00,99.08333333,22.27272727,33.38181818,83.4375,24.08,23.84615385,33.52380952,27.6744186,83.11111111,78.26086957,78.91764706,13.84615385,0
12/17/2013 0:00,109.3333333,22.90909091,39.87272727,80.65625,22.4,14.30769231,32,27.6744186,77.24444444,79.34782609,80.75294118,14.76923077,0
12/18/2013 0:00,116.1666667,26.09090909,35.23636364,75.09375,24.64,0,39.61904762,32.55813953,85.06666667,82.60869565,78,16.61538462,23.2
12/19/2013 0:00,95.66666667,24.81818182,41.72727273,89,33.04,33.38461538,45.71428571,29.30232558,88.97777778,85.86956522,78.91764706,17.07692308,24.85714286
12/20/2013 0:00,85.41666667,24.81818182,39.87272727,80.65625,17.36,23.84615385,48.76190476,29.30232558,71.37777778,85.86956522,86.25882353,13.84615385,0
12/21/2013 0:00,95.66666667,12.72727273,31.52727273,61.1875,12.32,26.23076923,19.80952381,11.39534884,60.62222222,100,82.58823529,7.384615385,0
12/22/2013 0:00,58.08333333,12.09090909,19.47272727,44.5,16.24,9.538461538,4.571428571,12.20930233,55.73333333,98.91304348,82.58823529,4.153846154,42.25714286
12/23/2013 0:00,88.83333333,38.18181818,35.23636364,80.65625,10.64,26.23076923,35.04761905,54.53488372,65.51111111,92.39130435,77.08235294,14.76923077,0
12/24/2013 0:00,95.66666667,27.36363636,42.65454545,72.3125,0,23.84615385,48.76190476,39.06976744,63.55555556,100,81.67058824,14.76923077,41.42857143
12/25/2013 0:00,88.83333333,15.90909091,25.03636364,58.40625,7.28,0,18.28571429,12.20930233,58.66666667,108.6956522,91.76470588,6.923076923,0
12/26/2013 0:00,112.75,19.72727273,37.09090909,72.3125,14.56,16.69230769,36.57142857,27.6744186,64.53333333,93.47826087,82.58823529,12.92307692,0
12/27/2013 0:00,116.1666667,25.45454545,35.23636364,80.65625,22.4,28.61538462,54.85714286,30.11627907,69.42222222,90.2173913,80.75294118,14.30769231,0
12/28/2013 0:00,82,17.81818182,25.96363636,61.1875,17.36,7.153846154,18.28571429,11.39534884,58.66666667,98.91304348,80.75294118,6.461538462,0
12/29/2013 0:00,85.41666667,11.45454545,23.18181818,61.1875,11.76,0,9.142857143,8.139534884,61.6,97.82608696,79.83529412,3.692307692,0
12/30/2013 0:00,85.41666667,19.72727273,35.23636364,80.65625,17.36,45.30769231,28.95238095,30.11627907,65.51111111,91.30434783,75.24705882,12.92307692,0
1/1/2014 0:00,15.94827586,20.66666667,17.6097561,21.86885246,28.18181818,25,10.13333333,12.33333333,68.21818182,79.8,81.13684211,10.95652174,0
1/2/2014 0:00,20.25862069,33.06666667,30.58536585,27.09836066,45.09090909,13,25.33333333,31.39393939,80.4,68.88,76.82105263,34.08695652,0
1/3/2014 0:00,21.55172414,36.16666667,33.36585366,29.95081967,43.68181818,22,21.53333333,33.63636364,84.05454545,69.72,74.23157895,32.86956522,0.076
1/4/2014 0:00,16.37931034,18.6,19.46341463,22.3442623,22.54545455,10,8.866666667,12.33333333,69.43636364,76.44,82.86315789,18.26086957,0
1/5/2014 0:00,13.79310345,18.6,20.3902439,20.44262295,18.31818182,11,8.866666667,7.848484848,69.43636364,73.92,78.54736842,8.52173913,0
1/6/2014 0:00,20.25862069,35.13333333,31.51219512,29,56.36363636,9,24.06666667,34.75757576,77.96363636,66.36,72.50526316,34.08695652,0.1
1/7/2014 0:00,18.53448276,41.33333333,38,29.47540984,63.40909091,21,19,33.63636364,91.36363636,64.68,76.82105263,38.95652174,0
1/8/2014 0:00,17.67241379,32.03333333,33.36585366,30.90163934,43.68181818,18,22.8,29.15151515,92.58181818,60.48,73.36842105,34.08695652,0
1/9/2014 0:00,19.39655172,32.03333333,36.14634146,32.80327869,47.90909091,20,17.73333333,32.51515152,102.3272727,68.04,76.82105263,25.56521739,0
1/10/2014 0:00,16.81034483,36.16666667,34.29268293,32.80327869,39.45454545,15,15.2,30.27272727,96.23636364,66.36,81.13684211,26.7826087,0.066
1/11/2014 0:00,14.22413793,15.5,18.53658537,19.96721311,26.77272727,7,10.13333333,10.09090909,65.78181818,76.44,82,13.39130435,0
1/12/2014 0:00,14.22413793,15.5,23.17073171,20.44262295,21.13636364,7,5.066666667,6.727272727,70.65454545,73.08,81.13684211,7.304347826,0
1/13/2014 0:00,15.94827586,29.96666667,31.51219512,29.47540984,29.59090909,19,20.26666667,26.90909091,93.8,64.68,80.27368421,31.65217391,0
1/14/2014 0:00,20.68965517,33.06666667,35.2195122,40.8852459,49.31818182,18,20.26666667,31.39393939,93.8,63.84,84.58947368,37.73913043,0
1/15/2014 0:00,14.22413793,37.2,35.2195122,37.08196721,32.40909091,16,21.53333333,39.24242424,91.36363636,60.48,79.41052632,35.30434783,0
1/16/2014 0:00,19.82758621,33.06666667,35.2195122,34.2295082,63.40909091,21,21.53333333,37,99.89090909,64.68,82.86315789,38.95652174,0
1/17/2014 0:00,12.93103448,42.36666667,30.58536585,36.13114754,40.86363636,13,24.06666667,37,88.92727273,68.88,81.13684211,30.43478261,0.056
1/18/2014 0:00,13.79310345,19.63333333,26.87804878,20.91803279,25.36363636,8,12.66666667,12.33333333,73.09090909,77.28,78.54736842,10.95652174,0
1/19/2014 0:00,11.63793103,15.5,19.46341463,20.44262295,33.81818182,10,7.6,6.727272727,71.87272727,72.24,78.54736842,12.17391304,0
1/20/2014 0:00,15.94827586,19.63333333,21.31707317,24.72131148,0,11,7.6,19.06060606,91.36363636,61.32,76.82105263,19.47826087,0
1/21/2014 0:00,15.0862069,32.03333333,30.58536585,29.95081967,43.68181818,17,16.46666667,34.75757576,92.58181818,63.84,80.27368421,29.2173913,0
1/22/2014 0:00,18.53448276,37.2,34.29268293,34.70491803,70.45454545,32,24.06666667,33.63636364,92.58181818,64.68,81.13684211,31.65217391,0
1/23/2014 0:00,15.0862069,38.23333333,38,29.47540984,67.63636364,100,25.33333333,35.87878788,98.67272727,67.2,80.27368421,68.17391304,0.053
1/24/2014 0:00,17.67241379,42.36666667,29.65853659,33.27868852,62,47,27.86666667,39.24242424,92.58181818,65.52,82,99.82608696,0.048
1/25/2014 0:00,20.68965517,20.66666667,18.53658537,24.24590164,26.77272727,19,11.4,12.33333333,73.09090909,77.28,78.54736842,17.04347826,0
